name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Historical Spacious Room in Taksim!,Süreyya,Beyoglu,41.03219,28.98017,Private room,121,2,61,0.98,363
Burckin Suites Sultanahmet,Burckin,Fatih,41.00668,28.97306,Private room,717,1,1,0.12,365
"Marvelous sea view, 80m2 penthouse",Bahri,Uskudar,41.013,29.01541,Entire home/apt,216,3,48,0.67,318
Marvelous Penthouse Studio Flat,Ali,Uskudar,41.01306,29.0125,Entire home/apt,185,2,161,2.16,247
Orange Studio Private&Great Terrace,Fati,Sisli,41.04929,28.98635,Entire home/apt,185,2,32,0.47,270
Taksim Wooden Mansion (economic),Miko (MichelAngelo),Beyoglu,41.03299,28.9732,Entire home/apt,137,2,31,0.43,178
TAKSIM Charming Wooden Flat,Miko (MichelAngelo),Beyoglu,41.03214,28.97359,Entire home/apt,111,2,33,0.44,285
Authentic Ottoman Mansion Taksim,Miko (MichelAngelo),Beyoglu,41.03271,28.97366,Entire home/apt,269,2,60,0.82,269
Magnificent Rooms For Your Comfort,Bilal,Uskudar,41.02003,29.01355,Private room,359,1,1,0.02,365
#Old City#Authentic Duplex #Terrace,Ibrahim,Fatih,41.01094,28.95067,Entire home/apt,316,2,96,1.34,266
Cool apartment in İstanbul,Zekiye,Sisli,41.0604,28.98673,Entire home/apt,596,1,1,0.02,88
Renewed basement studio with garden,Pinar,Beyoglu,41.03725,28.9761,Entire home/apt,105,2,21,0.3,253
TAKSIM CENTER - Comfy Room / House,Onur,Beyoglu,41.04006,28.9833,Private room,90,2,1,0.01,365
{Berry} Four Seasons Concept - Suite,Güner - Berivan - Erdal,Beyoglu,41.03614,28.97433,Entire home/apt,185,2,55,0.72,357
Cozy Room C3 @Taksim Downtown,Kaboom Guest House,Beyoglu,41.03488,28.97242,Private room,127,2,7,0.09,365
Cosy flat at the heart of İstanbul,Ayla,Beyoglu,41.03439,28.97707,Entire home/apt,232,4,85,1.15,333
A gem in the Hippest Neighborhood,Nazli,Beyoglu,41.03063,28.9854,Entire home/apt,264,3,2,0.03,349
"room,close to saw airport best spot",Emrah,Pendik,40.92538,29.29089,Private room,79,1,32,0.47,358
room close to sabiha gokcen airport,Emrah,Pendik,40.92544,29.29017,Private room,79,1,46,0.62,364
Fully Furnished Apartment in Taksim,Aysegul,Beyoglu,41.0352,28.98687,Entire home/apt,316,7,232,3.04,125
UP TO 8 PEOPLE (4 rooms apartment),Birol & Victoria House,Sisli,41.07543,28.99669,Entire home/apt,353,3,6,0.08,314
1+1 Modern House at the Bosphorus!!,Gonca,Besiktas,41.04676,29.01426,Entire home/apt,190,3,8,0.11,362
{Berry} Bosporus Blue Concept - Suite,Güner - Berivan - Erdal,Beyoglu,41.03587,28.9758,Entire home/apt,185,2,49,0.65,357
Comfortable rooms in Beylikdüzü,Hakan,Beylikduzu,41.00387,28.6499,Private room,295,1,3,0.04,365
Central Cihangir flat in Beyoglu,Sinan,Beyoglu,41.03404,28.98312,Entire home/apt,359,3,77,1.01,296
In the heart of Cihangir!,Dogan,Beyoglu,41.03016,28.98247,Entire home/apt,295,365,6,0.08,365
Room in Touristic Spot of Istanbul,Hediye,Beyoglu,41.03388,28.98859,Private room,121,2,6,0.56,324
Great location - w/ all connections,M.Hakan,Fatih,41.01904,28.944,Entire home/apt,264,3,12,0.16,365
2 min Accross Metro 20min to Taksim,Erhan,Sisli,41.10163,29.00043,Private room,127,1,3,0.04,365
Incomparable view/Spacious Kadıköy,Handan,Kadikoy,40.98633,29.02774,Private room,227,1,10,0.14,365
Studio fully serviced in the trendiest district,Burak,Sisli,41.05158,28.99034,Private room,417,3,1,0.34,365
Fancy Studio in Perfect location,Ayşe Zeynep,Beyoglu,41.03161,28.97469,Private room,211,1,50,0.7,358
Studio in Galata area near Tram St.,Ahmet,Beyoglu,41.02873,28.97717,Entire home/apt,105,4,107,1.72,29
Old Istanbul  view/ quiet  terrace,Handan,Kadikoy,40.98626,29.02749,Private room,111,1,32,0.43,365
"Urban Blue Residence - 2BR - 1,5 BA - Galata",Dodo,Beyoglu,41.02572,28.97362,Entire home/apt,480,3,136,1.86,153
CasaLoBueno#2 Comfort Galata Tower,Doret & Izel,Beyoglu,41.02471,28.97444,Entire home/apt,406,3,65,0.86,338
Bosphorus viewBebek aptwith Garden,Wish,Besiktas,41.06994,29.04473,Entire home/apt,654,5,20,0.27,87
"Orient Pearl, A Select Apartment Central To All",David,Beyoglu,41.0327,28.97821,Entire home/apt,395,3,31,0.44,294
"well designed flat, beyoglu",Burcu,Beyoglu,41.02846,28.97717,Entire home/apt,359,15,47,0.94,319
"Apartment w. garden in Macka, Besiktas, Tesvikiye",Ayse & Ned,Besiktas,41.04436,28.99841,Entire home/apt,596,2,4,1.12,236
loft/flat 80sqm sea vue teras,Paskal,Beyoglu,41.03043,28.97652,Entire home/apt,327,5,52,0.83,13
Stylish & Cozy Apartment,Jonas,Beyoglu,41.02842,28.97794,Entire home/apt,564,3,43,0.58,48
"Unique Bosp. View, with Balcony Modern 24hSecurity",İlhan,Beyoglu,41.03444,28.9921,Entire home/apt,812,5,5,0.47,273
"Modern , Stylish , 2 min to tram/funicular",İlhan,Beyoglu,41.03305,28.99055,Entire home/apt,427,4,14,0.43,361
A nice stay in old İstanbul (Balat),Ahu,Fatih,41.03426,28.94371,Private room,142,1,1,0.05,365
Alaaddin Apart Beyoglu,Alaaddin,Beyoglu,41.03485,28.97919,Entire home/apt,237,3,13,0.17,298
Old Istanbul view/ bedroom for 3,Handan,Kadikoy,40.98777,29.02789,Private room,316,1,19,0.25,363
"Cosy,cheap,very located 2+1 house",Sevil,Beyoglu,41.03457,28.98095,Entire home/apt,316,3,6,0.08,365
Luxury Studio in Beyoglu,Neva,Beyoglu,41.03236,28.9787,Private room,327,1,1,0.13,360
Stylish Studio with Private Patio,Neva,Beyoglu,41.03232,28.98036,Entire home/apt,269,1,42,0.97,317
Design Terrace Suit w 24/7 Security,Neva,Beyoglu,41.0311,28.97991,Private room,269,1,25,0.58,273
Stylish Roof Suit in Beyoğlu,Neva,Beyoglu,41.03238,28.98015,Entire home/apt,221,1,37,1.44,334
Stunning Double Room in Besiktas!,Başak,Besiktas,41.05251,29.00589,Private room,79,4,18,0.26,262
{Berry} Mystic Colours Concept - Suite,Güner - Berivan - Erdal,Beyoglu,41.03724,28.97594,Entire home/apt,185,2,40,0.55,356
modern new building in asian site,Kerem,Atasehir,41.00107,29.10075,Entire home/apt,174,3,32,0.44,348
{Berry} Chocolate Charm Concept - Terrace,Güner - Berivan - Erdal,Beyoglu,41.03683,28.97405,Entire home/apt,137,2,75,1.03,353
"live like a hip local, w/alcove",Emrah,Beyoglu,41.02587,28.97594,Entire home/apt,295,4,7,0.99,358
Apartment in the hearth of Beyoglu,Alaaddin,Beyoglu,41.03595,28.97823,Entire home/apt,237,3,14,0.24,336
UNBEATABLE LOCATION 2 BEDROOM,Enis,Sisli,41.05136,28.98649,Entire home/apt,316,28,15,0.28,0
"live like a hip local, w/balcony",Emrah,Beyoglu,41.02735,28.97472,Entire home/apt,448,4,8,1.14,275
"live like a hip local, 1st floor",Emrah,Beyoglu,41.02599,28.9762,Entire home/apt,385,2,11,1.53,292
Sweet Flat in Cihangir Cukurcuma,Pelin,Beyoglu,41.03358,28.9831,Entire home/apt,153,2,276,3.74,127
"Double Room with Kitchen, perfect location",Ayşe Zeynep,Beyoglu,41.02985,28.97615,Private room,195,1,35,0.49,365
Economy Double Room in Pera,Ayşe Zeynep,Beyoglu,41.03,28.97588,Private room,359,1,1,0.05,357
Aegean Room in the City Center!,Giray And Mesut,Beyoglu,41.03235,28.97124,Private room,100,2,77,1.08,42
Apartment in the Heart of the City6,ISlK,Beyoglu,41.03979,28.98337,Entire home/apt,174,2,48,0.81,358
Ottoman Room Near Istiklal Street,Giray And Mesut,Beyoglu,41.03258,28.97152,Private room,84,2,40,0.56,0
COZY ROOM OF A HISTORICAL APARTMENT,Giray And Mesut,Beyoglu,41.03692,28.9858,Private room,127,2,118,1.61,90
Apartment in the Heart of the City4,ISlK,Beyoglu,41.03743,28.98395,Entire home/apt,148,2,93,1.58,338
Apartment in the Heart of the City5,ISlK,Beyoglu,41.03871,28.98415,Entire home/apt,148,2,63,1.08,351
Studio in the Heart of the City 2,ISlK,Beyoglu,41.04002,28.98376,Entire home/apt,179,2,169,2.32,330
XFLATS-Luxury&Serviced Flat 2+1,Mert,Beyoglu,41.02762,28.98101,Entire home/apt,654,2,9,0.3,358
XFLATS-Penthouse with Bosphorus GS,Mert,Beyoglu,41.03213,28.98043,Entire home/apt,2679,2,1,0.15,350
XFLATS-Deluxe Studio Flat in Galata,Mert,Beyoglu,41.02757,28.97318,Entire home/apt,865,2,1,0.01,48
LOVELY ROOM -Central Kadıkoy-Moda,Yaşam,Kadikoy,40.98233,29.02449,Private room,200,2,3,0.04,364
"Lovely, bright, historical: Galata ",Tan,Beyoglu,41.0283,28.97496,Private room,211,3,37,0.69,89
"Popular, central, cute, quite ...",Dilek,Besiktas,41.07998,29.03518,Private room,369,1,1,0.02,362
Private Room for Rent by Taksim,Volkan,Sisli,41.05187,28.98477,Private room,105,1,1,0.01,0
Room like home in Taksim-Best View,Engin,Sisli,41.04879,28.98683,Private room,295,4,24,0.34,365
Double Room wth private garden@Pera,Ayşe Zeynep,Beyoglu,41.03148,28.97571,Private room,237,1,70,0.97,345
Fully furnished Flat in Old City,M.Hakan,Fatih,41.01759,28.94694,Entire home/apt,264,5,17,0.24,364
Private room central to Everywhere,Koray,Kadikoy,40.99313,29.03461,Private room,53,2,2,0.05,0
Cozy Flat with TAKSIM Square View,Arzu,Beyoglu,41.03841,28.98338,Entire home/apt,417,1,4,0.06,365
Spacious Balcony Duplex Sultanahmet,Gulnur,Fatih,41.00668,28.97153,Entire home/apt,728,2,74,1.01,295
Sea view Family Suite Sultanahmet,Gulnur,Fatih,41.00567,28.97123,Entire home/apt,469,2,76,1.05,257
Super Luxury Farmhouse in Silivri,Serkan,Silivri,41.21394,28.08979,Entire home/apt,1002,1,1,0.02,364
Seaview Penthouse Suite Sultanahmet,Gulnur,Fatih,41.00709,28.96955,Entire home/apt,269,2,54,0.76,299
Spacious Garden Duplex Sultanahmet,Gulnur,Fatih,41.00606,28.96999,Entire home/apt,944,2,123,1.69,281
"Sultanahmet - Istanbul, Tugra Suite",Saban,Fatih,41.00342,28.96672,Entire home/apt,211,1,141,1.93,360
"Sultanahmet - Istanbul, Cumba Suite",Saban,Fatih,41.00472,28.96659,Entire home/apt,179,1,119,1.63,359
"Sultanahmet-Istanbul, Sarnic Suite",Saban,Fatih,41.00478,28.96534,Entire home/apt,211,1,62,0.86,364
Deluxe 2 Br Apt Close 2 Blue Mosque,Saban,Fatih,41.00249,28.97555,Entire home/apt,464,1,72,0.99,328
"Central, Easy Access in Sultanahmet",Saban,Fatih,41.00578,28.97016,Entire home/apt,295,1,65,0.94,347
"1+1,Live in an historic three Civilizations Life!",Cesim,Fatih,41.00559,28.97063,Entire home/apt,264,4,10,0.19,354
Beautiful Double Room in Besiktas,Başak,Besiktas,41.05073,29.00474,Private room,79,4,22,0.31,233
Central Beautiful Flat in Istanbul,Ilkem,Besiktas,41.04596,29.00136,Entire home/apt,475,3,3,0.04,365
Superior Suite @CIHANGIR,Hasan,Beyoglu,41.03219,28.98618,Entire home/apt,448,1,2,0.14,365
 Комфорт вашего дома с легким досту,Serkan & Ertan,Besiktas,41.04608,29.00544,Entire home/apt,237,2,1,0.02,364
Cosy residence in Taksim district,Güven,Beyoglu,41.02915,28.9813,Entire home/apt,385,1,5,0.07,365
"Urban Loft for 12 Guests - 5BR  - 4,5 BA  - Galata",Dodo,Beyoglu,41.02624,28.97618,Entire home/apt,1007,3,28,0.41,129
Cozy and calm space in Tesvikiye,Feyza,Sisli,41.04892,28.99624,Entire home/apt,274,5,15,0.42,359
Bright clean near Istiklal Street ! (5),Kerem,Beyoglu,41.04033,28.98293,Entire home/apt,179,1,203,3.51,340
Wanted:nice company :) Moda-Kadikoy,Betul,Kadikoy,40.98443,29.02661,Private room,105,1,28,0.4,365
"Big bright apt in Cihangir, Beyoglu",Nazli,Beyoglu,41.03084,28.98558,Entire home/apt,501,4,5,0.07,365
Taksim penthouse wth bosphorus view,Yiğit,Beyoglu,41.0331,28.98725,Private room,359,1,7,0.16,90
Amazing apartment in the center,Hasan,Beyoglu,41.03553,28.98484,Entire home/apt,258,6,44,0.61,219
"Splendid view, overlooking the city",Rahman,Beyoglu,41.04005,28.98326,Entire home/apt,290,3,2,0.03,365
5 min to Taksim - central & clean 2,Volkan,Beyoglu,41.03754,28.98247,Entire home/apt,564,1,1,0.01,365
Airport Residence Kurtköy,Airport Residence Kurtköy,Pendik,40.92998,29.3068,Entire home/apt,237,1,1,0.06,365
COSY&SUNNY ROOM NEAR HOTELS LAND!!,Elif,Besiktas,41.06015,29.00296,Private room,179,3,1,0.02,365
Small Studio1@TAKSIM Very Touristic,Safa,Beyoglu,41.03908,28.98201,Entire home/apt,195,2,34,0.48,252
Small Studio3@TAKSIM Very Touristic,Safa,Beyoglu,41.03887,28.98208,Entire home/apt,153,2,68,1.78,343
Small Studio4@TAKSIM Very Touristic,Safa,Beyoglu,41.03891,28.98295,Entire home/apt,142,2,13,3.64,346
Big Studio1 @ TAKSIM Very Touristic,Safa,Beyoglu,41.04028,28.98139,Entire home/apt,279,2,17,0.29,362
Big Studio2 @ TAKSIM Very Touristic,Safa,Beyoglu,41.04052,28.9829,Entire home/apt,185,2,52,1.35,331
Big Studio3 @ TAKSIM Very Touristic,Safa,Beyoglu,41.03896,28.98292,Entire home/apt,185,2,17,3.81,311
1+1 Suit 1 @ TAKSIM very Touristic,Safa,Beyoglu,41.03993,28.98165,Entire home/apt,279,2,17,0.29,361
1+1 Suit 2 @ TAKSIM very Touristic,Safa,Beyoglu,41.03917,28.98094,Entire home/apt,174,2,26,0.37,251
1+1 Suit 3 @ TAKSIM very Touristic,Safa,Beyoglu,41.03883,28.98282,Entire home/apt,290,2,32,0.84,325
2+1 Suit @ TAKSIM very Touristic,Safa,Beyoglu,41.04016,28.98214,Entire home/apt,422,3,21,1.2,259
Apartment located in Besiktas ,Gül,Besiktas,41.04705,29.00739,Entire home/apt,306,30,3,0.04,0
Galata Tower-4Bdrm- 4Bth -9pp- 1st floor,Evrim,Beyoglu,41.02803,28.97305,Entire home/apt,633,1,97,1.35,126
Spacious and Cosy Apartment @Talatpaşa //PERPA,Baris,Kagithane,41.06384,28.96594,Entire home/apt,63,1,5,0.08,362
Nice Room in Tesvikiye / ISTANBUL,Mehtap,Sisli,41.04956,28.99919,Private room,105,4,1,0.01,365
Designer Loft in Asmalimescit,Pinar,Beyoglu,41.03017,28.97896,Entire home/apt,891,3,89,1.26,346
Open View with Daylight,Sercan,Kadikoy,40.99508,29.035,Private room,185,2,1,0.02,365
Special Penthouse @Taksim Square,Aslinaz,Beyoglu,41.03667,28.98136,Entire home/apt,743,2,12,0.17,363
"Apt for rent in Istanbul, Turkey",Nikos And Zarife,Beyoglu,41.03841,28.98299,Entire home/apt,264,90,3,0.04,260
new apartment near taksim square,Dr. Can,Beyoglu,41.03607,28.99061,Entire home/apt,100,90,2,0.1,217
Peaceful and cozy house in centre,Janset,Besiktas,41.0436,28.99769,Private room,105,1,13,0.18,261
renovated flat in pera center,Revşan,Beyoglu,41.03664,28.97546,Entire home/apt,469,3,23,0.32,365
Charming sea view from the balcony!,Handan,Kadikoy,40.98823,29.02809,Private room,148,3,6,0.09,365
RUBY 2BR PERA BEYOGLU GOLDEN HORN,Hatice,Beyoglu,41.02986,28.97051,Entire home/apt,216,5,153,2.14,260
In the centre of İstanbul-Besiktas,Ezgi,Besiktas,41.04335,29.00413,Entire home/apt,200,1,1,0.16,364
"SAPPHIRE, BEYOGLU PERA, GOLDEN HORN",Hatice,Beyoglu,41.0279,28.97238,Entire home/apt,316,4,238,3.31,229
Cuba Butterfly! Bosphorus View☆☆☆,Tony,Beykoz,41.08545,29.07495,Private room,132,2,2,0.04,90
"GOLD,BEYOGLU-PERA,GOLDEN HORN VIEW!",Hatice,Beyoglu,41.03417,28.97703,Entire home/apt,248,5,226,3.14,197
PEACEFUL&CUTE room,Ulas,Besiktas,41.0468,29.00436,Private room,90,3,18,0.3,90
Rumeli Hisarüstü Bogazici Universty,Ilham,Sariyer,41.08943,29.04958,Private room,132,1,1,0.03,263
Beyoğlu stylish flat with garden,Aziz,Beyoglu,41.03568,28.97546,Entire home/apt,221,4,79,1.12,184
Flat with Amazing Views at the Central Istanbul,Chloe,Beyoglu,41.02888,28.98667,Entire home/apt,311,1,91,1.27,83
The River Room-Estanbul Harem House,Erman,Uskudar,41.00825,29.01185,Private room,111,3,3,0.05,365
inin BEBEK  -B1,Namik,Besiktas,41.08183,29.04372,Entire home/apt,448,3,11,0.18,320
inin BEBEK  -B2,Namik,Besiktas,41.08184,29.04478,Entire home/apt,891,3,1,0.02,364
LOVELY ROOM IN A LIVELY STREET,Zafer,Kadikoy,40.99038,29.02693,Private room,53,2,4,0.18,0
ENTIRE APARTMENT IN ISTANBUL: LUXUR,Osman,Beyoglu,41.03317,28.9853,Entire home/apt,258,2,81,1.13,344
"Style, character, frescoes, terrace views, Galata!",Julia & Tarkan,Beyoglu,41.0271,28.97326,Entire home/apt,733,2,48,0.77,345
"VERY close to Kadıköy, very cheap!!",Gulsah,Kadikoy,40.98622,29.07076,Private room,58,1,7,0.1,365
*** Great FLAT at Kadikoy Centre !,Thyme,Kadikoy,40.99516,29.03565,Entire home/apt,385,2,3,0.05,256
Room in the Center of Taksim,Can,Beyoglu,41.03435,28.9851,Private room,95,2,30,0.42,365
Sweety home on the 17th floor,Selçuk,Atasehir,40.99298,29.08406,Entire home/apt,148,3,1,0.02,33
2 Bedroom Apartment Half Basament Floor,Süleyman & Taner,Fatih,41.00438,28.97493,Entire home/apt,179,3,130,1.82,320
Family 3 bedroom apartment with balcony 2,Süleyman & Taner,Fatih,41.00383,28.97777,Entire home/apt,269,3,119,1.71,323
Luxury Apartments Cihangir Taksim,Osman,Beyoglu,41.03425,28.98601,Entire home/apt,269,2,114,1.59,354
View apartment in Cihangir Taksim,Osman,Beyoglu,41.03253,28.98536,Entire home/apt,269,2,142,1.98,284
A flat in center of Şişli/İstanbul,Nilgün,Sisli,41.06427,28.9875,Entire home/apt,132,3,6,0.14,355
"Istanbul Pera, Room for 2 (700) ",Ozgur,Beyoglu,41.02785,28.97394,Private room,148,2,13,0.26,365
"Experience the city,stay in Galata",Semih,Beyoglu,41.02435,28.97546,Entire home/apt,290,2,121,1.7,327
Nice single room in Tesvikiye,Mehtap,Besiktas,41.04861,29.00029,Private room,84,1,4,0.06,365
Serviced & Furnished Apartment in Taksim İstanbul,Alen,Sisli,41.04513,28.98374,Entire home/apt,348,2,1,0.02,365
Luxury Cihangir Apartment,Soner And Ishil,Beyoglu,41.02731,28.98165,Entire home/apt,417,2,42,0.59,275
"Affordable, Expat&Erasmus&Traveller",Fati,Sisli,41.05108,28.98714,Private room,53,3,6,0.08,359
Galata & Fresh Renovated & 2 BR  & Private Garden,Berk,Beyoglu,41.02853,28.9777,Entire home/apt,417,3,104,1.48,330
1+1 flat in the heart of Istanbul,Nevin,Besiktas,41.04855,29.00416,Entire home/apt,295,1,2,0.03,365
family home in the most trendy area,Taluy,Sisli,41.05084,28.99805,Private room,95,1,12,0.19,363
Sultanahmet - Central 2 BR Apt Grfl,Saban,Fatih,41.00367,28.97589,Entire home/apt,417,1,69,1.07,358
taksim sq.ist3d floor for 8 persons,Ramin,Sisli,41.0418,28.98379,Entire home/apt,343,2,5,0.07,351
Galata & 3BR & Industrial Design,Ahmet,Beyoglu,41.02779,28.97619,Entire home/apt,533,3,108,1.54,283
"Sultanahmet-2 BR Apt,75 Sqm, 1st FL",Saban,Fatih,41.00245,28.9759,Entire home/apt,417,1,65,0.97,348
"Sultanahmet-1 BR Apt,45 Sqm, 2nd FL",Saban,Fatih,41.00358,28.97661,Entire home/apt,269,1,95,1.4,349
CHARMING OTTOMAN HOUSE in ISTANBUL,Hatice,Uskudar,41.0431,29.04741,Entire home/apt,633,5,18,0.28,48
"Sultanahmet-Large Studio Apt,30 Sqm",Saban,Fatih,41.00211,28.97675,Entire home/apt,237,1,40,0.61,358
Sultanahmet-Studio Apt w/ Balcony A,Saban,Fatih,41.0028,28.97683,Entire home/apt,269,1,83,1.22,358
Sultanahmet-Studio Apt w/ Balcony B,Saban,Fatih,41.00412,28.97715,Entire home/apt,237,1,92,1.36,349
"Great room,Perfect Flat in Taksim",Hilmi,Sisli,41.04746,28.98689,Private room,100,30,3,0.04,271
Cosy Private room in Beyoglu/TAKSIM,Fatma,Beyoglu,41.03726,28.97734,Private room,90,1,43,0.61,357
Cozy Flat at Sishane Beyoglu,Apartiman,Beyoglu,41.02693,28.97246,Entire home/apt,496,3,16,0.29,365
On a bay outside Istanbul (Anadolu Feneri village),Caroline,Beykoz,41.21617,29.15318,Entire home/apt,559,2,27,0.46,287
ground floor for9persons with 2bath,Ramin,Sisli,41.04244,28.98411,Entire home/apt,680,1,5,0.08,357
The Bosphorus Apartment ,Leon,Uskudar,41.02816,29.01679,Entire home/apt,453,2,26,0.44,78
luxury apartment in istanbul taxsim,Osman,Beyoglu,41.03326,28.98538,Entire home/apt,269,2,135,1.9,317
 Economic Duplex Apart in Taksim,Osman,Beyoglu,41.03309,28.9855,Entire home/apt,158,3,159,2.23,337
Cosy flat with terrace @ the center,Serkan,Beyoglu,41.03388,28.98611,Entire home/apt,148,3,25,0.35,0
"CENTRAL OF ISTANBUL, TAKSIM",Osman,Beyoglu,41.03305,28.98391,Entire home/apt,269,2,136,1.93,343
Kaboom Guest House @ Beyoğlu Downtown,Kaboom Guest House,Beyoglu,41.03507,28.97289,Private room,169,2,3,0.04,336
SEA VIEW FLAT İN İSTANBUL CİHANGİR,Osman,Beyoglu,41.03392,28.98537,Entire home/apt,417,2,171,2.41,319
Affordable Center with Att'ed Private Balcony,Fati,Sisli,41.05084,28.98629,Private room,100,5,2,0.03,331
Nice Cosy Room In  Centrum Taksim,Nihat,Beyoglu,41.03323,28.9867,Private room,90,3,87,1.48,294
Nice Cosy Room In Taksim ,Nihat,Beyoglu,41.03376,28.98648,Private room,105,3,31,0.52,336
Taksim Terrace,Balkan,Beyoglu,41.03324,28.9721,Entire home/apt,111,1,62,0.92,0
Taksim Square Flat -Great Location!,Meltem,Beyoglu,41.03466,28.98617,Entire home/apt,211,4,54,0.77,170
Designer's Historical Apartment,Pia,Beyoglu,41.03406,28.97994,Entire home/apt,385,2,17,0.24,365
Comfy Flat 400mt to Taksim Square,Burak,Beyoglu,41.03927,28.9823,Entire home/apt,221,1,5,0.07,352
"Taksim - Stay economic, travel more",Burak,Beyoglu,41.03662,28.98147,Private room,158,1,1,0.04,314
Apartment in the Heart of the City8,ISlK,Beyoglu,41.03882,28.98295,Entire home/apt,190,2,70,1.01,363
entire flat for rent in taksim,Hakan,Beyoglu,41.0336,28.98127,Entire home/apt,185,1,1,0.07,365
Room in a Fully-Furnished Big House,Alp,Bakirkoy,40.98052,28.88244,Private room,264,1,1,0.01,365
Golden Horn Studio & Terrace ,Mehmet Ali,Fatih,41.03787,28.94487,Entire home/apt,169,2,98,1.5,82
"The Atatürk Airport, 5 minutes",Melik Fırat,Bahcelievler,40.9924,28.83904,Private room,153,1,307,4.39,362
2 bed room floor for 8  person ,Ramin,Sisli,41.04214,28.9845,Entire home/apt,522,2,2,0.05,357
LA CASA DI LINO a Beyoglu Istanbul,Lino And Gioia,Beyoglu,41.02813,28.98053,Entire home/apt,248,1,24,0.37,328
LA CASA DI GIOIA a Beyoglu Istanbul,Lino And Gioia,Beyoglu,41.02987,28.98076,Entire home/apt,295,2,72,1.07,279
"NEW DECORATED, FULLY FURNISHED",Ahmet,Fatih,41.01593,28.93978,Entire home/apt,185,6,2,0.03,0
Green House Hostel-Tal-atHouse,Talat,Sisli,41.04242,28.98582,Private room,179,1,5,0.09,363
PRIVATE ROOM in CENTER OF ISTANBUL,Volkan,Sisli,41.05768,28.98512,Private room,132,3,6,0.08,365
 Private New Studio 2  in Beyoğlu ,Necla,Beyoglu,41.03728,28.97531,Private room,127,2,25,0.36,17
Experience Local İstanbul-Kadikoy,Defne,Kadikoy,40.9883,29.03148,Entire home/apt,322,2,31,0.45,362
"Temiz,Ucuz ve merkezi bölgede oda",Meral,Bahcelievler,40.9995,28.83562,Private room,237,1,6,0.1,365
