name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
25m2 Room with Private Balcony. Wifi Free.,Tuğba,Fatih,41.0329,28.94512,Private room,169,1,23,3.69,337
A Cute Room in Balat,Tuğba,Fatih,41.03083,28.94558,Private room,163,1,2,0.41,360
CUTE HOUSE WİTH GARDEN IN FATİH,Arda,Fatih,41.02935,28.94037,Entire home/apt,274,1,4,0.63,364
"Ataşehir, Istanbul",Yildiz,Atasehir,40.97781,29.15344,Entire home/apt,148,1,2,0.85,347
Ataşehir Dumankaya ikon 16. Kat Stüdyo,Koray,Atasehir,40.9918,29.08538,Entire home/apt,200,1,3,0.6,364
Private double room & central location in Moda,Derin Nil,Kadikoy,40.98493,29.03016,Private room,79,2,3,0.55,364
friend zone :),Marwa,Uskudar,41.02271,29.03453,Private room,121,2,5,0.82,90
Perfect location SİSLİ Bomonti,Fikret,Sisli,41.05654,28.98384,Entire home/apt,206,2,6,1.07,179
Fatih kocamustafapaşa (center of istanbul ),Vejdi,Fatih,41.0025,28.93477,Entire home/apt,58,2,6,0.97,231
"Stylish apartment @ city centre, Cihangir, Taksim",Hicran,Beyoglu,41.03191,28.98248,Entire home/apt,417,3,19,3.33,10
Element Cosy Apartment around Taksim Square,Esra,Sisli,41.04255,28.98455,Entire home/apt,670,3,1,0.63,179
ŞİŞLİ SQUARE CENTRAL HOUSE 2,Yücel,Sisli,41.06177,28.98666,Entire home/apt,1302,1,17,2.77,354
Ataköy 5.Kısım A plus AVM karşısında 2+1,Canan,Bakirkoy,40.97721,28.85017,Entire home/apt,348,3,3,1.67,244
Single Private Room (Economy),Discovery,Fatih,41.01248,28.97959,Private room,79,1,1,0.21,355
make your travel better with a cheap room,Atasel,Kagithane,41.08093,28.97831,Entire home/apt,100,2,2,0.42,179
Fatih kocamustafapasa (center of istanbul ),Vejdi,Fatih,41.00164,28.93846,Entire home/apt,58,1,4,0.72,232
Kadıköy House,Pınar,Kadikoy,40.96755,29.08622,Private room,100,1,1,0.23,180
Private room near İstiklal Street(only for WOMAN ),Nurşen,Beyoglu,41.03159,28.97128,Private room,53,1,5,1.28,36
Cozy and peaceful flat in Cihangir,Deniz,Beyoglu,41.03548,28.98504,Entire home/apt,295,3,8,1.42,0
Entire home at the heart of moda,Hazal,Kadikoy,40.9828,29.02212,Entire home/apt,179,2,9,1.41,172
Ataşehir finas Merkezi Site içinde Mobilyalı Daire,Ayşegül,Umraniye,41.00489,29.11387,Entire home/apt,401,2,1,0.16,0
Cozy Double Room E-21,Ayhan,Beyoglu,41.03674,28.98251,Private room,105,3,1,0.21,95
Cosy & comfy double room,Tugce,Beyoglu,41.03413,28.98929,Private room,174,2,4,0.63,359
Zin D Home Çekmeköy,Nihal,Cekmekoy,41.03494,29.16703,Private room,216,1,3,0.58,365
Cosy apartment with a garden in Central Kadıköy,Oğuz,Kadikoy,40.98899,29.03038,Private room,74,1,23,3.59,365
"Pretty flat, close to the beach in İstinye",Güneş Ekin,Sariyer,41.11208,29.05091,Entire home/apt,200,3,8,1.28,364
home feriköy,Büşra,Sisli,41.0521,28.97433,Entire home/apt,206,3,1,0.17,363
Luxury 1-bedroom apartment in Maslak,Mehmet,Sisli,41.11555,29.01395,Entire home/apt,364,3,4,0.89,137
Deluxe Double Rooms near Galata Tower,Arzu,Beyoglu,41.0269,28.97613,Private room,258,1,1,0.16,365
Room in a Well-Designed Flat in Moda,Ilker,Kadikoy,40.98337,29.02933,Private room,84,1,2,0.34,365
Exclusive Historical Studio in Galata,Sira,Beyoglu,41.0278,28.97471,Entire home/apt,422,1,2,0.4,363
Central flat in Sisli Metro station Nisantasi,Ekrem,Sisli,41.06086,28.98724,Entire home/apt,211,1,3,0.62,104
Charming and Spacious Loft in Galata,Eren,Beyoglu,41.02751,28.9783,Entire home/apt,327,3,10,1.72,363
Central Studio for Two with bunk bed in Galata,Özgür,Beyoglu,41.02606,28.97883,Entire home/apt,142,3,6,0.98,89
Literally at the Heart of the City,Salih,Sisli,41.06951,28.98961,Private room,63,1,1,0.19,89
Amazing view on the sea of Marmara,Resul,Zeytinburnu,40.99067,28.90887,Entire home/apt,237,3,7,1.17,113
Cozy apartment with garden in the heart of Moda.,Ertan,Kadikoy,40.98755,29.03101,Entire home/apt,237,2,2,0.33,0
Başar's,Başar,Kadikoy,40.98224,29.04935,Private room,100,1,2,0.31,89
Central Cozy House with a Great Istanbul View,Hasan,Sisli,41.05613,28.99272,Private room,69,3,1,0.18,0
Central Located,Damla,Besiktas,41.0459,29.0132,Entire home/apt,264,2,5,0.85,329
Entire home in Sisli mecidiyekoy,Mehdi,Sisli,41.07242,28.99989,Entire home/apt,200,1,26,4.38,34
Peaceful and Luxurious Residence Apt. 137 m2,Majid,Sisli,41.11707,29.01038,Entire home/apt,348,2,5,0.93,79
Nişantaşı Flat,Dilara,Besiktas,41.04862,28.9976,Entire home/apt,211,2,8,1.32,337
"Moda (seaside)hole tum ) cosy Apartment, kadikoy.",Sera,Kadikoy,40.97944,29.02158,Entire home/apt,121,2,18,3.03,349
"Rent Room in Center of Beyoğlu! Sunny,Simple Room",Abdurrahim,Beyoglu,41.03618,28.97109,Private room,79,1,1,0.16,364
Cosy home with city view,Ezgi,Kagithane,41.08455,28.99636,Entire home/apt,232,3,1,0.17,89
Quiet and Spacious Flat with a Private Garden,Yildiz,Besiktas,41.04648,29.00309,Entire home/apt,248,2,1,0.64,365
Steve McQueen Revolver in the heart of Istanbul,Hasan,Beyoglu,41.03166,28.98089,Entire home/apt,301,2,25,4.08,307
2 Bedroom Flat with Stunning Bosphorus View,Mustafa,Uskudar,41.0672,29.05731,Entire home/apt,301,2,4,1.15,226
Central & Cozy flat in Besiktas,Işılsu,Besiktas,41.04896,28.9995,Entire home/apt,158,1,2,0.4,89
Peaceful house in an incredibly quiet area,Berna,Kadikoy,40.97389,29.07627,Private room,84,1,1,0.16,362
"Beşiktaş, Nişantaşı // Great Location
Cute House",Selin,Besiktas,41.04533,28.99998,Entire home/apt,179,1,6,1.2,365
SWEET ROOM İN CENTRAL LOCATİON,Ebru,Sisli,41.05844,28.99208,Private room,105,2,6,1.01,180
Peace In Mind,M.Atilla,Kadikoy,40.97665,29.06341,Private room,84,2,2,1.5,365
Rahat Istanbul Apartment,Abdelrahman,Esenyurt,41.01681,28.68118,Entire home/apt,501,3,8,1.35,128
Entire Flat- In The Heart Of City Center !,Furkan,Beyoglu,41.02668,28.97197,Entire home/apt,137,1,3,0.49,356
Spacious flat with terrace close to Taksim,Ozden,Sisli,41.0487,28.98312,Entire home/apt,179,2,3,0.61,354
Cosy terrace room - amazing view -  Besiktas,Ali,Besiktas,41.04289,29.00835,Private room,111,1,2,0.34,89
Amazing Sea View Luxury Apartment,Emre,Zeytinburnu,40.98217,28.89716,Entire home/apt,533,2,4,0.89,348
Şişlide Mobilyalı Daire/ FURNISHED  FLAT IN  ŞİŞLİ,Yuda Aslan,Sisli,41.05956,28.98654,Entire home/apt,348,2,10,1.82,56
"Nişantaşı, safe, vip, best area.",Enis,Sisli,41.05371,28.99469,Entire home/apt,290,5,1,0.23,354
NİŞANTAŞI,Murat,Sisli,41.05513,28.99321,Entire home/apt,200,2,9,1.52,363
Sakin ve güvenli bir konaklama için,Tugba,Zeytinburnu,40.99045,28.90775,Entire home/apt,169,15,2,0.34,16
Kağıthanede site içerisinde flat daire,Said,Kagithane,41.08272,28.98238,Entire home/apt,1002,2,3,0.6,365
4.Levent,Özgür Can,Kagithane,41.09258,28.99315,Private room,79,1,1,0.17,179
Apartment for You,Fares,Basaksehir,41.1132,28.78669,Entire home/apt,264,6,1,0.26,365
Beyoğlu,Ozge,Beyoglu,41.03802,28.97418,Private room,111,2,1,0.26,87
Daily or weekly room with a nice roof top view,Burak,Beyoglu,41.02982,28.98219,Private room,148,1,1,0.38,365
Cosy double floor home with terrace in Ortaköy,Seren,Besiktas,41.05035,29.01907,Entire home/apt,237,3,1,1.0,353
Private room in Heart of Istanbul Gayrettepe,Sündüz,Besiktas,41.0604,29.00933,Private room,237,1,1,0.19,363
yıldırım apart,Dogan,Sisli,41.06993,28.99984,Entire home/apt,902,1,1,0.27,344
Cosy Central Place in Beşiktaş,Serdan,Besiktas,41.04785,29.00435,Entire home/apt,232,2,9,1.5,87
Doublesized room with private bathroom inNişantaşı,Gökçen,Sisli,41.05317,28.99166,Private room,105,2,12,2.02,178
Private room with a sweet balcony in Nişantaşı,Gökçen,Sisli,41.05465,28.9914,Private room,79,1,2,0.36,173
ISTMARINA》Admire SeaView From Stunning Apartment,Tarkan,Kartal,40.8842,29.20782,Entire home/apt,185,7,2,1.28,351
"Awesome Flat in Taksim Beyoglu, Istanbul",Berna Melih Verda,Beyoglu,41.03403,28.98698,Entire home/apt,359,2,18,2.97,302
"New apartment with pool, gym, and more",Mohammad,Pendik,40.92105,29.29762,Entire home/apt,132,1,1,0.17,0
comfortable and central,Fatih,Beyoglu,41.0375,28.97495,Entire home/apt,174,1,27,4.43,171
Superior  Studio   E-9,Ayhan,Beyoglu,41.03594,28.98094,Private room,111,3,8,1.53,95
"Flat in City center, Şişli",Elena,Sisli,41.0561,28.9916,Entire home/apt,169,4,3,0.54,80
Cozy Apartment,Nezihe,Kadikoy,40.96836,29.03521,Entire home/apt,295,7,1,0.2,365
Luxury Group rooms close Galata (city center),Enes,Beyoglu,41.0269,28.97623,Private room,1429,1,2,0.53,365
LUXURY 130 m2 CEVAHİR AVM AND METRO 900 mt,Ali,Sisli,41.06218,28.9992,Entire home/apt,301,2,3,0.61,14
RESIDENCE HOME NEAR OF ISTANBUL AIRPORT,Sertaç,Bagcilar,41.03055,28.81295,Entire home/apt,127,2,3,0.66,365
Kuzguncuk Penthouse,Cankat,Uskudar,41.03254,29.03157,Entire home/apt,190,2,12,2.47,350
Ataşehir Özel Oda,Serkan,Atasehir,40.97348,29.10862,Private room,121,1,1,0.19,365
2 Lovely Bedrooms Apartment at Taksim,Enes,Beyoglu,41.03808,28.98262,Entire home/apt,295,2,6,2.28,352
Historic Ottoman apartment in the heart of center,Burcu,Beyoglu,41.03166,28.98178,Entire home/apt,132,1,8,1.33,365
excellent location.,Aslı Yasemin,Uskudar,41.05073,29.082,Entire home/apt,221,2,2,0.4,0
Gayrettepe Istanbul Yıldız Posta Cad.,Devrim,Besiktas,41.06407,29.00994,Entire home/apt,1070,90,1,0.16,365
"Apartment, Rumelihisarustu",Chyngyz,Besiktas,41.0847,29.04636,Private room,90,2,1,0.19,365
Beautiful Apartment in the Center of Kadıköy,Firat,Kadikoy,40.99574,29.02741,Entire home/apt,359,2,2,0.71,4
mobilisierte Wohnung,Gülay,Esenyurt,41.03255,28.62403,Entire home/apt,53,2,2,0.34,365
Superior Studio  E-12,Ayhan,Beyoglu,41.03759,28.98298,Private room,111,3,2,0.33,95
Superior Studio E-11,Ayhan,Beyoglu,41.03615,28.98094,Private room,111,3,3,0.58,95
Superior Studio E-5,Ayhan,Beyoglu,41.03626,28.98298,Private room,111,3,2,0.43,95
Delux Flat  3+2  For 12 People E-24-25,Ayhan,Beyoglu,41.03808,28.98271,Entire home/apt,654,4,1,0.3,95
Furnished - COZY HOME at BAGDAT STREET,Ayse,Kadikoy,40.97358,29.07219,Entire home/apt,227,2,7,1.24,168
MepHouse D6,MepHouse,Besiktas,41.0443,29.00588,Private room,211,2,8,1.69,48
İstanbul Birden fazla bölümden oluşan bina,Özkan,Sisli,41.05789,28.99512,Private room,79,1,10,1.74,143
GOOD LOCATION HOME(FOR 4 PEOPLE)(LEVENT),Irem,Sisli,41.07528,29.00762,Private room,132,3,1,0.18,365
Bright 2 bedroom apartment! Fantastic location,Itır,Besiktas,41.07634,29.04326,Entire home/apt,417,2,4,0.69,188
Big Private Twin Room in Cozy Dublex Flat,Baris,Sisli,41.05666,28.9846,Private room,174,1,1,0.22,365
İstanbul Terass,Selçuk İlkhan,Sisli,41.06226,28.98876,Private room,142,2,1,0.26,365
Zin D Home Alemdağ,Nihal,Cekmekoy,41.02903,29.2405,Private room,227,1,3,0.53,365
Room for one girl in Kadıköy Moda,Muhammet,Kadikoy,40.98784,29.0262,Private room,3000,1,1,0.18,365
RoofClub,Selçuk İlkhan,Beyoglu,41.03099,28.98558,Entire home/apt,200,1,19,3.39,79
Comfortable and spacious environment.The good room,Çekdar,Kucukcekmece,41.03694,28.78662,Private room,74,1,2,0.49,363
"Cozy, Central Flat near Taksim Squere Free Wifi #2",Marko,Beyoglu,41.04765,28.96412,Entire home/apt,295,1,1,1.0,215
Dormitory middle in TAKSIM,Eylül,Beyoglu,41.03477,28.98472,Shared room,58,1,2,0.34,365
Central place in Kadıköy / Yeldegirmeni,Ege,Kadikoy,40.99552,29.02617,Private room,84,1,9,1.66,362
Besiktas Flat,Yonca,Besiktas,41.04721,29.00214,Entire home/apt,248,1,1,0.18,45
FLYINN SPOTTERS HOUSE / Florya Garden Home,Elyesa,Bakirkoy,40.97428,28.79922,Private room,111,3,2,0.45,284
Room at Fancy Building,Idil,Atasehir,40.991,29.08019,Private room,148,1,2,0.52,71
H3 Flat with an attic bedroom,Umut,Kadikoy,40.98758,29.02517,Entire home/apt,132,28,13,2.22,294
"5 mins to airport(SAW),private bath. For 3 person.",Altan,Pendik,40.93312,29.32584,Private room,158,1,5,0.91,159
Double Room Old City,Aycan,Fatih,41.00276,28.97725,Private room,211,1,2,0.34,365
Central Studio Apartment Old City,Aycan,Fatih,41.00187,28.97562,Private room,269,1,5,1.05,365
"Comfortable,5 mins to airport(SAW),private bath.",Altan,Pendik,40.93394,29.32455,Private room,90,1,21,3.42,159
Deluxe Sea View Apartment Balcony Old City,Aycan,Fatih,41.00379,28.97662,Private room,295,1,5,1.01,352
Private Room in the center of İstanbul,Berk,Sisli,41.06894,28.9943,Shared room,95,1,1,0.34,89
Nişantaşı K-Suite  (Private Room),Seher,Sisli,41.05563,28.99133,Private room,137,3,1,0.68,177
Peaceful and hilarious Bosphorus view at Cihangir,Yasemen,Beyoglu,41.03344,28.98669,Private room,200,1,4,0.74,89
Istanbul Stylish Apartment,Obaida,Esenyurt,41.02943,28.66809,Entire home/apt,132,6,2,0.48,4
Peaceful Apartment in Kadıkoy,Bike,Kadikoy,40.98243,29.04048,Entire home/apt,179,2,2,0.35,83
109-Şehirdeki Otantik Eviniz,Furkan,Besiktas,41.06377,29.02616,Entire home/apt,190,8,1,0.71,90
Friendly Apartment,Nazım,Gaziosmanpasa,41.05532,28.91743,Private room,121,2,7,1.21,89
Suite Apart Wonderful Sea View Balcony Old City,Aycan,Fatih,41.00234,28.97178,Private room,290,1,7,1.35,365
Superior Studio    E-10,Ayhan,Beyoglu,41.03826,28.98104,Private room,111,3,1,0.25,95
Cozy Triple Room E-18,Ayhan,Beyoglu,41.03615,28.98161,Private room,121,3,1,0.19,95
Cosy room in Istanbul (central but quiet),Umay,Kadikoy,40.97694,29.09474,Private room,84,1,1,0.17,180
Cosy Flat in Moda,Sinan,Kadikoy,40.9866,29.02268,Private room,79,1,2,0.34,352
room in Besiktas near by Zorlu Center,Zeyneb,Besiktas,41.06515,29.0186,Private room,84,1,2,0.34,365
Silivri Çatı Katı,Ismail,Silivri,41.07319,28.24348,Shared room,58,1,1,0.58,90
Skyland İstanbul,Samy,Sisli,41.10239,28.98801,Entire home/apt,132,2,4,0.72,94
CUMBALI APART (SUITES) -2-,Sedat,Sisli,41.05075,28.98082,Entire home/apt,327,3,1,0.2,365
Charming room in Ortaköy for ladies,Merve,Besiktas,41.05004,29.02364,Private room,84,1,2,0.35,89
Cosy Whole House at the Heart of Taksim,Özgür,Beyoglu,41.03007,28.9834,Entire home/apt,200,1,13,2.24,364
Resim İstanbul,Şahin,Sancaktepe,40.96459,29.22194,Entire home/apt,148,7,1,0.18,365
Private room+wifi 5 min to Ataturk Airport,Melike,Bakirkoy,40.95695,28.81816,Private room,58,1,12,2.09,51
Galata’da bayana kiralık manzaralı özel oda,Deniz,Beyoglu,41.02452,28.97351,Private room,248,1,1,0.34,365
Breakfast+private room+wifi 5 min Ataturk Airport,Azize Şendil,Bakirkoy,40.96221,28.81513,Private room,79,1,63,10.86,332
Mirsad flat @ istiklal caddesi /Beyoglu / istanbul,Ozlem,Beyoglu,41.02797,28.97447,Entire home/apt,337,2,15,2.81,113
KUMPO HOUSE,Erkan,Fatih,41.00346,28.9648,Entire home/apt,132,1,12,1.99,280
Comfort and Great Location in Cihangir,Hilal,Beyoglu,41.03384,28.98538,Entire home/apt,179,2,6,1.8,108
Bahçeşehir Mobilyalı Daire,Beliz,Basaksehir,41.07762,28.67958,Entire home/apt,163,1,1,0.18,85
Beyoglu Private whole Studio Flat,Ergun,Beyoglu,41.03518,28.98097,Entire home/apt,169,18,5,0.88,262
Semi-basement apartment-High Kitchen,Murat,Fatih,41.00304,28.96622,Entire home/apt,459,2,2,0.52,365
Uskudar apartment,Semai,Uskudar,41.02446,29.02304,Private room,79,1,1,0.33,365
PEACEFUL#1 Fantastic Flat in Istanbul in Taksim,Furkan,Beyoglu,41.03406,28.98483,Entire home/apt,738,3,25,4.24,287
Çekmeköy Şehir Evi,Ayse,Cekmekoy,41.03706,29.15688,Private room,301,1,1,0.2,89
Private room in a central and peaceful street,Umut,Kadikoy,40.99526,29.03152,Private room,79,1,29,4.92,231
An apartment in Moda,Nilufer,Kadikoy,40.98502,29.02123,Entire home/apt,591,2,1,0.68,177
Istanbul Maslak-Ayazaga / Safety and Cosy Place,Aykut,Sisli,41.11452,28.99899,Private room,58,1,3,0.57,179
KUMPO HOUSE MEDIUM,Erkan,Fatih,41.00467,28.96534,Entire home/apt,127,1,31,5.11,341
Havaalanı Yakınında Kardelen Sitesi,Deniz,Pendik,40.9355,29.29863,Private room,100,1,4,0.88,90
CENTRAL BEYOĞLU ' PRIVATE FLAT 1+1,Servet,Beyoglu,41.03625,28.97286,Entire home/apt,237,1,6,1.24,365
Shared Apartment Near Taksim,Yiğit,Sisli,41.05069,28.98065,Shared room,132,1,11,1.85,0
One special room 3 bed 4 person,A.Can,Beyoglu,41.03284,28.98108,Private room,148,1,2,0.48,90
Beşiktaş  kahvaltıcılar sokağında boş oda,Göktuğ,Besiktas,41.04448,29.00213,Private room,148,1,1,0.17,179
Perfect House Secure Compound in Maslak,Ulaş,Sisli,41.11537,29.01058,Entire home/apt,348,1,3,0.54,179
Hadidi Agaoglu Apartment-My world Europe-Başakşehir-İstanbul,Afnan,Basaksehir,41.06576,28.77741,Entire home/apt,264,4,1,0.18,342
İN FRONT OF AKSARAY METRO & HİSTORİA AVM.,Serdal,Fatih,41.01162,28.9434,Entire home/apt,285,3,1,0.26,347
❤️  1BR Apt★Galata★Designer Furnitures!,Cevdet,Beyoglu,41.02661,28.9755,Entire home/apt,591,2,3,0.74,365
Cihangir merkezde ev,Sıla,Beyoglu,41.03091,28.98609,Private room,137,2,2,0.36,363
Historic Comfort Flat withTerrace at Galata Tower,Bilge,Beyoglu,41.0248,28.97476,Entire home/apt,227,4,21,3.94,124
"95tl Comfy Room; Caddebostan,very/cl Bagdat St",Sera,Kadikoy,40.96785,29.06068,Private room,116,2,5,0.91,364
Private Room with Cosy Terrace at Taksim,Esra,Beyoglu,41.02801,28.9861,Private room,148,3,3,0.65,354
Cosy House In Perfect Central District,Gonul,Kadikoy,40.96947,29.08017,Entire home/apt,142,2,6,1.28,89
Kadıköy Apartment,Oğuzhan,Kadikoy,41.00689,29.04238,Private room,58,1,1,0.2,179
The best ever,Meriem,Esenyurt,41.01693,28.64783,Entire home/apt,111,30,3,0.56,224
TAKSİM YAMAÇ SUİTES,Mertcan,Beyoglu,41.03897,28.98103,Private room,200,3,7,1.2,364
Economic Room at City center 5 min walk to Taxim,Nazan,Beyoglu,41.0315,28.98476,Private room,63,2,12,2.02,89
Room or Home,Mahmoud,Fatih,41.01587,28.92427,Private room,264,1,8,1.46,65
Economic apartments,Recep,Fatih,41.0037,28.96454,Entire home/apt,359,1,1,0.19,365
CUMBALI APART (SUITES) -1-,Sedat,Sisli,41.04957,28.98242,Entire home/apt,327,3,1,0.21,354
CUMBALI APART (SUITES) -3-,Sedat,Sisli,41.04933,28.98103,Entire home/apt,327,3,2,0.48,354
Suit in elmadağ,Bahadir,Sisli,41.04507,28.98467,Entire home/apt,179,2,3,0.77,358
Four-storey historical family house by Bosphorus,Esra,Uskudar,41.03506,29.02907,Entire home/apt,596,2,2,0.44,101
Stylish Cosy Flat Central Location,Enes,Beyoglu,41.03175,28.98155,Entire home/apt,348,4,2,0.51,173
Bakırköy Oda,Serkan,Bakirkoy,40.9855,28.86974,Private room,69,1,2,1.25,363
Beşiktaş Özel Oda,Erol,Besiktas,41.04497,29.00368,Private room,206,1,1,0.17,365
OLD BAZAAR MOSQUE BLUE,Dawid,Fatih,41.00485,28.96347,Private room,200,1,1,0.61,131
Appartement Spacieux à 2 minutes du metro/metrobus,Reda,Bahcelievler,40.99458,28.83521,Private room,179,1,1,0.21,180
Batisehir Residence Apartment,Alex,Bagcilar,41.06232,28.8399,Entire home/apt,264,1,1,0.19,317
"Galata'da tarihi binada Müthiş Ferah, Manzaralı.",Nida,Beyoglu,41.02759,28.97479,Entire home/apt,422,3,1,0.19,363
There are 3 bedrooms and 1 living room,Zeynep,Maltepe,40.92854,29.13632,Private room,63,1,3,0.54,364
Bulvar Istanbul residence,Hassan,Basaksehir,41.09675,28.76991,Entire home/apt,401,1,1,0.22,89
M,Abdulmuttalip,Sisli,41.04166,28.98393,Entire home/apt,601,1,1,0.18,83
Luxury one-bedroom apartment in prestige address,Anthony,Sisli,41.06782,28.99136,Entire home/apt,475,7,1,0.23,156
Luxury Double Room,Aycan,Fatih,41.00376,28.9775,Private room,179,1,7,1.3,362
2 bedroom apartment (entrance floor),Ali,Fatih,41.00355,28.97702,Entire home/apt,290,2,13,2.41,342
BEST VILLA WITH PRIVATE GARDEN AT BOSPHORUS!,Eda,Uskudar,41.05034,29.0596,Entire home/apt,591,2,4,0.78,237
İstanbul/Zeytinburnu eşyalı wifi li apartman daire,İbrahim,Zeytinburnu,40.98278,28.90286,Entire home/apt,132,15,1,0.21,354
Stylish Spacious Luxury Apt/220m2 5 bdr 2bth/8p.,Nil,Kadikoy,40.97684,29.07874,Entire home/apt,1418,2,2,0.56,269
Şişli Harbiye Private Room Perfect Location,Aylin,Sisli,41.04869,28.98636,Private room,105,2,14,2.58,78
Fındıkzade Tramvay Yanı Eşyalı Daire,Yasar Can,Fatih,41.00953,28.93996,Private room,148,1,5,0.96,131
"Central, cozy and bright apartment in Beşiktaş",Alper,Besiktas,41.04592,29.00324,Private room,100,1,4,1.18,179
Lovely home in the center of Kadıköy,Zeynep,Kadikoy,40.98933,29.02742,Private room,100,1,6,1.11,353
"Merkez ilçelere yakın. Kullanışlı ,özel oda.",Orkun,Uskudar,41.00893,29.06502,Private room,100,1,1,0.2,89
Stone house,Antanina,Tuzla,40.81903,29.27598,Private room,717,1,1,0.27,365
Shared Apartment Besiktas (Second Room),Aybala,Besiktas,41.04747,29.00424,Private room,79,1,11,2.13,361
Where the green meets with blue  calls Moda,Ali,Kadikoy,40.98094,29.02284,Entire home/apt,601,2,7,1.62,147
AĞAOĞLU MASLAK 1453 2+1 TERASLI ORMAN CEPHELİ SUİT,Kadir,Sisli,41.11666,29.01007,Entire home/apt,1192,1,1,0.26,365
Fish Gold Apart Suites,Irfan,Fatih,41.00546,28.96408,Private room,348,1,1,0.19,365
"cosy, central, compaq, lovely apartment",Matrona,Beyoglu,41.0306,28.97997,Entire home/apt,353,3,9,1.62,179
Taksim meydanına 100 metre.,Utarit Taksim Apart,Beyoglu,41.03655,28.98446,Private room,211,1,1,0.42,365
Başakşehir Medikule 1+1,Ahmet,Basaksehir,41.08795,28.77545,Entire home/apt,348,1,3,0.58,180
Şişli İstanbul 2 + 1 Flat for families,Huseyin,Besiktas,41.06284,29.00227,Entire home/apt,606,2,1,0.63,365
Stüdyo (daire içi),Vedat,Sisli,41.04295,28.98504,Shared room,84,2,6,1.1,64
special double room,Mehmet Şirin,Fatih,41.00602,28.97334,Private room,200,1,3,0.58,365
Özel oda,Vedat,Sisli,41.04186,28.98369,Private room,100,3,1,0.21,84
Best clean single room middle in taksim,Eylül,Beyoglu,41.0348,28.98455,Private room,95,2,1,0.21,364
