name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,,
Luxury King Studio in the Taksim,Murat,Beyoglu,41.03719,28.98176,Private room,233,4,49,0.67,0,,
Lovely place to be...,Vivian,Sariyer,41.08998,29.04803,Entire home/apt,240,2,28,0.39,73,,
Secret Garden,Elif,Kagithane,41.06516,28.95305,Entire home/apt,302,3,181,2.45,364,,
5 min walk to Metro-4.levent,Oya,Besiktas,41.08723,29.01242,Entire home/apt,480,5,43,0.62,363,,
Room with Bosporus View!,Mitch,Besiktas,41.08516,29.03869,Private room,89,1,1,0.02,0,,
Bomonti Penthouse wt summer terrace,Deniz,Sisli,41.05349,28.97904,Entire home/apt,542,1,0,,0,,
Doug's Pad (Rooms),Douglas,Beyoglu,41.03217,28.9776,Private room,233,3,2,0.03,365,,
Newly-renovated apartment 2 (bedroom +living room),Lindsay,Fatih,41.02991,28.94779,Entire home/apt,384,3,33,0.45,365,,
Family House in Sultanahmet,Gulsen,Fatih,41.00543,28.96936,Entire home/apt,370,3,170,2.29,244,,
Superlux suites,Aynur,Sisli,41.0423,28.98671,Private room,685,1,0,,0,,
EKONOMİK DAİRE (7 KİŞİLİK )   D-1 Semi Basement,Kenan,Fatih,41.00549,28.97089,Entire home/apt,884,2,0,,0,,
STANDART DAİRE (7 KİŞİLİK )  D-7 Semi Basement,Kenan,Fatih,41.00546,28.97085,Entire home/apt,960,2,3,0.04,365,,
İKİ YATAK ODALI SÜİT (7 KİŞİLİK )  D-6,Kenan,Fatih,41.00549,28.97089,Entire home/apt,1042,2,0,,1,,
İKİ YATAK ODALI DAİRE(7 KİŞİLİK) D-5 Semi Basement,Kenan,Fatih,41.00545,28.97083,Entire home/apt,960,2,3,0.05,365,,
Nice flat in home office to rent,Ferit,Kadikoy,40.9834,29.02611,Entire home/apt,343,7,1,0.01,365,,
PERA★2BR-2BA★SPACIOUS ★BALCONY,Pera,Beyoglu,41.02913,28.97557,Entire home/apt,1118,3,37,0.56,364,,
Luxury  1BR Apt w TERRACE in PERA,Pera,Beyoglu,41.0315,28.97442,Entire home/apt,837,1,6,0.24,365,,
Her Ulaşıma Yakın Minimalist Oda ,Hasan Kemal,Kadikoy,40.95825,29.10947,Shared room,343,1,1,0.01,364,,
DELUXE DAİRE  ( 5 KİŞİLİK )  D-2,Kenan,Fatih,41.00547,28.97102,Entire home/apt,843,2,1,0.02,365,,
İKİ YATAK ODALI SÜİT (8 KİŞİLİK )  D-4,Kenan,Fatih,41.00545,28.97086,Entire home/apt,1118,2,3,0.04,365,,
Budget room - Central & Terrace,Akif,Fatih,41.01789,28.95625,Private room,151,1,2,0.03,365,,
Only five minutes walk to Taksim 5,Aynur,Sisli,41.04202,28.98449,Private room,274,1,4,0.22,365,,
A real home with a view,Baran,Besiktas,41.0415,28.99871,Entire home/apt,8914,1,0,,0,,
Private Room in Üsküdar,Furkan,Uskudar,41.02404,29.02759,Private room,55,5,1,0.03,333,,
İKİ YATAK ODALI SÜİT (8 KİŞİLİK )  D-3,Kenan,Fatih,41.00545,28.97086,Entire home/apt,1118,2,5,0.08,365,,
"Restored flat, view on golden horn",Gabriel,Beyoglu,41.03478,28.97249,Entire home/apt,542,30,45,0.62,1,,
3 Bedroom Apartment - Very Central,Ahmet,Besiktas,41.06336,29.01877,Entire home/apt,768,1,0,,0,,
5 minutes to Airport,Kadir,Bahcelievler,41.00882,28.81686,Entire home/apt,617,28,0,,364,,
Galata Tower Home,Zehra,Beyoglu,41.02664,28.97522,Entire home/apt,693,2,81,1.13,362,,
Defne Suites,Sinan,Beyoglu,41.02694,28.97688,Private room,590,1,0,,365,,
Harbiye Residence,Harbiye,Sisli,41.04901,28.98617,Entire home/apt,151,1,0,,365,,
Private Flat in Istanbul,Hidir,Fatih,41.00615,28.98103,Entire home/apt,405,1,10,0.14,365,,
private room with balcony,Heyzen,Bakirkoy,40.98757,28.87315,Private room,240,7,0,,0,,
Cozy Flat For Rent in Taksim Area,Nessi,Sisli,41.04529,28.98388,Entire home/apt,459,5,1,0.04,365,,
your home in istanbul,Huseyin,Sisli,41.06314,29.00121,Hotel room,446,3,21,0.30,365,,
Hearth of İst and Bosphorus View,Tamer,Beyoglu,41.03042,28.98509,Private room,350,1,0,,365,,
4 Studio Flats in Old City (2),Cetin,Fatih,41.00744,28.967,Entire home/apt,192,1,45,0.63,365,,
4 Studio Flats in Old City (3),Cetin,Fatih,41.0056,28.96741,Entire home/apt,144,2,78,1.10,365,,
Seaside Holiday Modern Comforts,Nazife,Kadikoy,40.97166,29.06472,Private room,213,1,20,0.28,365,,
Double bed Room( private shower-wc),Discovery,Fatih,41.01463,28.97961,Private room,165,1,4,0.06,365,,
Comfort Triple Room(,Discovery,Fatih,41.01457,28.97797,Private room,295,1,0,,365,,
Tolle wohnung / güvenli yer...,Ecevit,Esenyurt,41.02517,28.66153,Entire home/apt,377,1,0,,365,,
Quad room (shared shower-wc),Discovery,Fatih,41.01364,28.97887,Private room,357,1,0,,365,,
Triple room (shared shower-wc),Discovery,Fatih,41.01442,28.97797,Private room,233,1,0,,365,,
4 Studio Flats in Old City (1),Cetin,Fatih,41.00763,28.96549,Entire home/apt,192,1,65,0.91,365,,
"taksim square for 5 minutes, ",Berkant Ruhi,Beyoglu,41.03417,28.98796,Private room,309,1,0,,365,,
"Bosphorus view in a private, stylish home",Ayşe,Beyoglu,41.03553,28.98894,Entire home/apt,542,5,12,0.17,363,,
Taksim  Cihangir Center 1+1 Flat 3rd. floor,Alp,Beyoglu,41.0325,28.98714,Entire home/apt,576,1,0,,365,,
"residence; 24 hr sec, pool fitness, free wifi",Aziz,Sisli,41.04306,28.98201,Entire home/apt,494,3,13,0.22,89,,
ONE-BEDROOM APARTMENT,Cesur,Beyoglu,41.03452,28.98572,Entire home/apt,261,1,1,0.02,365,,
Cosy Flat in the heart of Kadıköy-Istanbul,Hakki,Kadikoy,40.99567,29.0252,Entire home/apt,247,180,0,,365,,
1 Bedroom Flat - Great Location,Emre,Besiktas,41.06383,29.03675,Entire home/apt,233,2,0,,1,,
great room / great location,Pedor,Beyoglu,41.03531,28.98548,Private room,309,3,40,0.55,365,,
Apart Hotel right near the center  ,Sinan,Beyoglu,41.03418,28.98286,Private room,542,1,0,,365,,
Nice room in a big apartment,Utku,Besiktas,41.04375,28.99987,Private room,151,1,0,,365,,
Sadaret Apartment,Fatih,Fatih,41.00293,28.97806,Entire home/apt,1454,1,0,,365,,
Swiss suites Studio  12,Selim,Beyoglu,41.03389,28.98014,Entire home/apt,343,2,124,1.75,341,,
Great Apartment in Cihangir/Taksim!,Ari,Beyoglu,41.02842,28.98224,Private room,267,1,2,0.03,365,,
Quiet place with garden city centre,Reyhan,Uskudar,41.02299,29.01614,Private room,233,1,0,,365,,
FLATS FOR RENT İN TAKSİM SQUARE(1),Deniz,Beyoglu,41.03815,28.98354,Entire home/apt,199,1,4,0.06,365,,
Comfortable Apartment Sultanahmet,Ozan,Fatih,41.00689,28.96987,Entire home/apt,213,2,345,4.68,342,,
Luxurious 3BD,Hasan,Beyoglu,41.03153,28.9856,Entire home/apt,1310,1,10,0.14,365,,
Taksim Istiklal Str. NEW DBL ROOM,Tulin Hurriyet,Beyoglu,41.03401,28.9798,Private room,446,1,0,,364,,
A funky house full of art in Moda!,Hande&Arda,Kadikoy,40.98058,29.02239,Entire home/apt,411,2,10,0.14,0,,
Awesome Seascape in Asian Side,Janbek,Uskudar,41.02475,29.02847,Private room,480,1,0,,365,,
Taksim Istiklal Single Hotel Room,Tulin Hurriyet,Beyoglu,41.03357,28.98174,Private room,377,1,0,,365,,
Taksim Istiklal DBL- Twin Beds,Tulin Hurriyet,Beyoglu,41.03335,28.98169,Private room,501,1,1,0.01,365,,
Taksim Istiklal TRIPLE ROOM,Tulin Hurriyet,Beyoglu,41.03343,28.98151,Private room,597,1,0,,365,,
BRIGHT DOUBLE ROOM 1 - Sultanahmet,Sultan,Fatih,41.00507,28.97027,Private room,233,1,64,0.86,1,,
Flat near Taksim w Bosphorus view,Kivilcim,Besiktas,41.04709,29.00755,Entire home/apt,466,5,0,,365,,
BRIGHT DOUBLE ROOM 2- Sultanahmet,Sultan,Fatih,41.00282,28.9719,Entire home/apt,151,1,63,0.85,365,,
Bright Family Apart WithGarden-Sultanahmet,Sultan,Fatih,41.00432,28.96988,Entire home/apt,542,1,10,0.14,365,,
HISTORICAL LOCATION GREAT ROOM,Hikmetyar,Fatih,41.01659,28.9544,Private room,206,1,1,0.01,363,,
calme et confort centre historique ,Muriel,Fatih,41.00638,28.96969,Entire home/apt,459,4,4,0.06,364,,
"small,cute and ideal location",Oya,Maltepe,40.94005,29.13528,Entire home/apt,206,3,2,0.03,83,,
Istanbul Apartment w/ Bosporus View,Coskun,Besiktas,41.05706,29.0281,Entire home/apt,857,7,2,0.03,365,,
Room with modern and great views of the Bosph,Fatih,Uskudar,41.02605,29.06018,Private room,178,3,5,0.08,363,,
Aykanat's Istanbul Pad,Engin,Sisli,41.06483,28.99599,Entire home/apt,295,7,7,0.09,365,,
Cosy Room in Galata,Goker,Beyoglu,41.026,28.97434,Private room,501,1,1,0.01,365,,
"süper manzaralı yazlık ,kışlık 2+1",Yılmaz,Adalar,40.90622,29.05006,Entire home/apt,802,30,0,,90,,
Single Room in Beyoğlu/Cihangir,Mustafa Tugrul,Beyoglu,41.03393,28.98005,Private room,213,2,0,,365,,
Spacious flat in the heart of Moda,Chris,Kadikoy,40.98818,29.02345,Entire home/apt,75,3,0,,0,,
cheap place in expensive location ,Murat,Kadikoy,40.98588,29.02301,Entire home/apt,686,1,6,0.09,365,,
"Great Location ★ Whole 2BR Apt ★ Cihangir, Taksim",Yunus Emre,Beyoglu,41.03217,28.98386,Entire home/apt,411,3,31,1.26,362,,
New sea view designflat in Cihangir,Tugce,Beyoglu,41.02822,28.98388,Entire home/apt,1775,3,13,0.21,364,,
İSTANBULUN TAM MERKEZİ YERİ BEBEK,Mustafa Kemal,Besiktas,41.07341,29.04159,Private room,151,1,0,,365,,
APT TO RENT IN BESİKTAS / MACKA,Nuran,Besiktas,41.04411,29.00109,Entire home/apt,329,2,6,0.18,365,,
Room For Rent in Kadıkoy,Serdar,Kadikoy,40.98821,29.02679,Private room,34,1,0,,0,,
"GOLDEN HORN VIEW-2BR, PERA-BEYOGLU",Hatice,Beyoglu,41.03213,28.97054,Entire home/apt,274,5,178,2.45,347,,
CENTRAL LOCATİON WİTH GARDEN !,Gülşah,Sisli,41.05498,28.99095,Private room,233,2,0,,365,,
GOOD LOCATION IN ORTAKOY/BESIKTAS - ISTANBUL,TC Erdogan,Besiktas,41.05205,29.02273,Private room,501,60,1,0.02,365,,
Taksim guest house 2,Murat,Beyoglu,41.03656,28.98007,Entire home/apt,233,2,22,0.31,365,,
Room in center of Kadıköy Coast,Ece,Kadikoy,40.99461,29.03084,Shared room,171,2,0,,365,,
How can you say no to a red fridge?,Mert,Maltepe,40.95066,29.10081,Shared room,425,1,0,,364,,
Taksim guest house 6 with terrace,Murat,Beyoglu,41.03641,28.98178,Entire home/apt,267,2,1,0.01,353,,
Cozy wooden 4BD house in Beyoglu,Oya,Beyoglu,41.03749,28.97333,Entire home/apt,514,2,56,0.77,365,,
1+1 daire.. 1 + 1 apartments,TC Badem,Fatih,41.0331,28.94017,Private room,405,1,0,,365,,
Comfy and cozy flat in the center,Gonca,Beyoglu,41.02818,28.98085,Entire home/apt,302,1,1,0.01,365,,
Cosy flat in Yeniköy with view...,Ece,Sariyer,41.11999,29.05596,Entire home/apt,199,1,8,0.13,0,,
a large room in Kadıköy Bahariye,Ogul,Kadikoy,40.98586,29.03042,Private room,75,2,0,,365,,
"good location,terrace,very private silent room",Ezgi Eflatun,Fatih,41.00469,28.9776,Private room,34,3,0,,89,,
"Location, Location, Location!",Engin,Beyoglu,41.03101,28.98685,Entire home/apt,302,4,48,0.69,362,,
Awesome Flat near Istanbul Airport,Evren,Bahcelievler,41.00799,28.82304,Entire home/apt,953,1,0,,364,,
One bedroom flat near Nisantasi,Aysun,Sisli,41.05421,28.98631,Entire home/apt,254,5,25,0.41,362,,
Small cottage in a garden in Moda!,Maya,Kadikoy,40.98161,29.03242,Entire home/apt,302,2,1,0.24,0,,
10 minutes to taksim.,Alican,Sisli,41.06,28.99224,Private room,192,1,0,,365,,
"Central Beyoglu, equipped flat",Ihsan,Beyoglu,41.03192,28.97666,Entire home/apt,549,1,0,,365,,
2+1 FURNISHED FLAT IN KADIKOY,Çağatay,Kadikoy,40.99332,29.03086,Entire home/apt,178,7,0,,154,,
FURNISHED 1+1 FLAT IN KADIKOY,Çağatay,Kadikoy,40.99134,29.03096,Entire home/apt,151,7,0,,1,,
room in princes' islands for 2 ,Buket,Adalar,40.87687,29.09854,Private room,692,1,1,0.01,365,,
Every Places Only 5 min to walk,Ali,Beyoglu,41.03685,28.98719,Private room,309,3,0,,365,,
,Murat,Besiktas,41.04613,28.99888,Private room,192,1,0,,365,,
Rooms Available in Moda,Can,Kadikoy,40.98451,29.03397,Entire home/apt,446,1,0,,0,,
Cozy and comfortable flat in Pera,Irem,Beyoglu,41.03151,28.97435,Entire home/apt,576,2,62,1.01,361,,
Design Penthouse in Beyoglu!,Irem,Beyoglu,41.03131,28.97496,Entire home/apt,686,2,121,1.71,363,,
Cozy design flat in Beyoglu,Irem,Beyoglu,41.03132,28.97394,Entire home/apt,576,2,38,0.53,365,,
"cozy,economical &well located flat",Özden,Fatih,41.01387,28.93462,Private room,117,1,15,0.21,365,,
Minyon Istanbul - Pretty Home,Muge,Beyoglu,41.03586,28.99112,Entire home/apt,384,1,85,1.17,365,,
Cozy historic flat with garden,Demir,Kadikoy,40.99698,29.02766,Entire home/apt,267,2,39,0.66,358,,
Amazing Bosphorus view in Ortakoy,Chris And Sultan,Besiktas,41.05098,29.0205,Private room,617,1,0,,365,,
Furnished Duplex Apartment (Sisli),Emre,Sisli,41.05911,28.98901,Entire home/apt,411,3,3,0.04,179,,
"Duplex, terrasse and view",Adelaide And Ali,Kadikoy,40.99717,29.02825,Entire home/apt,247,7,3,0.04,36,,
Honey House Apartment Istanbul,Honey House Apartment,Fatih,41.00863,28.97493,Entire home/apt,651,1,8,0.13,179,,
"Overland Apartment ""Family suite 2+1""",Enes,Sisli,41.04459,28.98597,Entire home/apt,583,1,9,0.22,365,,
A modern face in the local area,Salih,Fatih,41.0029,28.97784,Hotel room,233,1,20,0.28,0,,
Cosy Flat with a Terrace with space,Ziya,Besiktas,41.0738,29.02214,Entire home/apt,768,1,2,0.05,365,,
CENTRAL LOCATION /COOL NEIGHBOURHOOD /TAXIM,Cerith,Sisli,41.04862,28.97844,Private room,82,1,0,,365,,
beatiful scenery in downtown moda,Tuba,Kadikoy,40.98448,29.02414,Private room,137,2,1,0.02,89,,
❤️ 1BR★DELUXE★COZY★DESIGNER★GALATA TOWER!,Cevdet,Beyoglu,41.02861,28.97297,Entire home/apt,878,2,20,0.28,364,,
"At the heart of İstanbul, Taksim..",Murat,Beyoglu,41.03702,28.97477,Entire home/apt,295,14,0,,0,,
Welcome to Star Holiday Hotel !,Altin,Fatih,41.00829,28.9776,Private room,384,1,3,0.04,365,,
Only five minutes walk to Taksim 3,Aynur,Sisli,41.04205,28.98662,Private room,274,1,0,,365,,
Bright Central Artist's House,Ediz,Beyoglu,41.03117,28.98452,Entire home/apt,309,2,76,1.06,365,,
Raman Sultan Suites,Raman,Fatih,41.00615,28.96455,Private room,19232,1,0,,364,,
❤️ COZY STUDIO★DESIGNER FURNITURES★GALATA!,Cevdet,Beyoglu,41.02685,28.97459,Entire home/apt,507,2,15,0.24,365,,
Confy & spacious flat in Taksim,Ebru,Beyoglu,41.03081,28.98217,Entire home/apt,199,4,20,0.28,362,,
Comfy room in a duplex flat.,Berk,Kagithane,41.08747,29.00308,Private room,206,1,4,0.12,365,,
Bosphorus View Besiktas Istanbul,Feyza,Besiktas,41.08873,29.02052,Entire home/apt,425,5,9,0.13,365,,
Fantastic view 30 second to Center,Gözde,Beyoglu,41.03417,28.98548,Private room,151,1,10,0.14,364,,
,Zekeriya,Fatih,40.99577,28.92752,Entire home/apt,343,1,0,,365,,
Magnificent Istanbul view  & stylish flat,Koray,Beyoglu,41.03098,28.98572,Entire home/apt,761,2,87,1.25,179,,
Taksim Green House 6bed Female Dorm,Talat,Sisli,41.04277,28.98498,Shared room,69,1,5,0.07,365,,
,Recep,Besiktas,41.04504,29.00258,Private room,192,1,0,,365,,
a room near to taksim square! ,Merve,Beyoglu,41.03021,28.98334,Private room,117,1,2,0.10,89,,
Private room - Furnished - Laundry,Mojca,Kadikoy,40.97413,29.08468,Private room,206,1,0,,365,,
"Sweet Home, Heart of Istanbul",Muge,Besiktas,41.03901,28.9927,Entire home/apt,240,1,84,1.16,358,,
"Comfortable, Cosy Flat In Kuzguncuk",Gülcan,Uskudar,41.03247,29.03202,Entire home/apt,82,10,2,0.03,0,,
Perfect Location/Beşiktaş,Gozde,Besiktas,41.04592,28.99999,Private room,247,1,1,0.02,179,,
A Cozy Flat with Affordable Price!,Deniz,Sisli,41.06032,28.9979,Private room,89,1,2,0.03,90,,
Amazing hotel in centre istanbul,Altin,Fatih,41.00747,28.97579,Private room,617,1,1,0.04,364,,
Cosy Room in Taksim,Olgu,Beyoglu,41.03767,28.97577,Private room,226,3,0,,365,,
Penthouse in the center of İstanbul,Tanyar,Besiktas,41.04667,29.00009,Entire home/apt,329,7,1,0.01,0,,
very close to Taksim,Filiz,Sisli,41.05798,28.98437,Private room,233,1,0,,365,,
€350 RENTROOM,Yusuf,Kagithane,41.06864,28.97306,Private room,151,1,0,,365,,
private room in the bathroom,Zimfira,Zeytinburnu,41.00323,28.90856,Private room,178,1,1,0.01,365,,
2 BED 2BAHT- in the Heart of historical  sleeps 6,Cesim,Fatih,41.00582,28.97111,Hotel room,569,7,12,0.59,365,,
Near Airport and 15. min Taksim,Serdar,Bakirkoy,40.98007,28.87762,Private room,117,1,4,0.06,365,,
CENTRAL KADIKÖY -MODA,Hakan,Kadikoy,40.98781,29.0207,Private room,75,7,1,0.01,0,,
Disinfected Penthouse Terrace (center),Taylan,Beyoglu,41.0365,28.97504,Entire home/apt,658,2,163,4.06,233,,
Central Flat With Golden Horn Wiev,Cihan,Beyoglu,41.02977,28.9706,Entire home/apt,343,2,64,0.89,364,,
HAN HOSTEL AIRPORT NORTH,Ahmet,Bahcelievler,41.01452,28.82028,Private room,260,1,0,,1,,
Daily room rent in Taksim area,Mehmet,Sisli,41.04368,28.98467,Private room,123,1,0,,365,,
"Lovely sunny flat, very central!",Sonja,Beyoglu,41.03467,28.98761,Entire home/apt,309,2,37,0.55,364,,
A Cozy Room In An Architect's Flat,E,Besiktas,41.05069,29.00577,Private room,309,1,0,,365,,
peace and quiet,Cahit,Eyup,41.17565,28.88988,Entire home/apt,1714,1,0,,365,,
Best Location In Santa Sofia,Cetin,Fatih,41.00695,28.9787,Private room,459,1,0,,365,,
Best Location In Santa Sofia sultan,Cetin,Fatih,41.00514,28.97989,Private room,617,1,0,,365,,
4. Levent`te Metro`ya yakin,Mine,Besiktas,41.09187,29.01882,Private room,55,1,0,,0,,
Central - Peaceful- Comfortable,Ahmet,Kagithane,41.08528,29.00086,Private room,103,1,0,,365,,
Room near Taksim,Marco,Bahcelievler,41.0098,28.8357,Private room,233,1,0,,365,,
Duplex Penthouse Terrace & View :),David,Beyoglu,41.03062,28.98076,Private room,357,3,25,0.35,0,,
Lovely&Quiet flat in Cihangir,Esra,Beyoglu,41.03365,28.98736,Private room,130,1,6,0.09,365,,
,Hasan,Sisli,41.05292,28.98111,Private room,62,1,0,,0,,
Flat for rent 15 min.to Taksim,Begum,Beyoglu,41.03173,28.98661,Entire home/apt,734,1,0,,365,,
"Sunny Room in Cihangir, Taksim",Eylem,Beyoglu,41.0334,28.98208,Private room,240,2,5,0.07,365,,
Comfy and Spacious Flat in European Bosphorus,Mercan,Besiktas,41.04598,28.99884,Entire home/apt,405,1,0,,180,,
,Turgay,Besiktas,41.05489,29.00902,Private room,151,1,0,,365,,
cozy 4 people apt in Golden Horn,Casa,Fatih,41.03127,28.94885,Entire home/apt,686,1,0,,365,,
FLAT in THE GOLDEN HORN - SEA VİEW,Aslan,Beyoglu,41.03446,28.96309,Entire home/apt,185,10,2,0.18,365,,
Large family reunion- Galata Tower 7Brm-7Bth -18pp,Evrim,Beyoglu,41.02757,28.97413,Entire home/apt,1268,1,58,0.85,312,,
Violin Boutique Hotel Family Room,Salih,Fatih,41.00263,28.97776,Entire home/apt,459,1,13,0.19,365,,
Excellent Location and price !,Altin,Fatih,41.00884,28.97592,Entire home/apt,2695,1,2,0.04,363,,
Istanbul Cihangir wt Bosphorus View,Lina,Beyoglu,41.0324,28.98457,Private room,206,1,3,0.04,365,,
Charming Green Ivy Flat in Cihangir,Levent,Beyoglu,41.03358,28.98189,Private room,233,3,0,,2,,
TAKSİM İSTİKLAL,Gözde,Beyoglu,41.03887,28.98173,Entire home/apt,693,1,0,,364,,
Room with double bed in Mecidiyeköy,Serdar,Sisli,41.06007,29.00015,Private room,233,3,1,0.02,365,,
Cosy Apartment at Besiktas Center,Emel,Besiktas,41.05334,29.00659,Entire home/apt,199,1,0,,83,,
Spacious 3 bdr duplex apt in centre of Istanbul.,Deniz And Marco,Beyoglu,41.03129,28.98216,Entire home/apt,473,3,159,2.28,356,,
"Private Room in Cihangir, Taksim",Sadik,Beyoglu,41.03108,28.98172,Private room,171,2,52,0.75,364,,
House with 2nd. Bridge View,Ilham,Sariyer,41.08843,29.04918,Private room,219,2,2,0.09,362,,
Taksime 15 dakika Osmanbey'de daire,Eren,Sisli,41.05194,28.98636,Private room,137,1,0,,365,,
Central Location+wifi+balcony,Özlem,Fatih,41.01374,28.92554,Private room,55,1,7,0.10,1,,
Jacuzzi in Red Room,Serdar,Beyoglu,41.03657,28.97825,Entire home/apt,226,1,120,1.65,1,,
Ahşap ve tarihi bir binada oda,Hüseyin,Fatih,41.00503,28.97716,Private room,1460,1,0,,365,,
Ahşap ve tarihi bir binada oda,Hüseyin,Fatih,41.00366,28.97769,Private room,1385,1,0,,365,,
Ahşap ve tarihi bir binada oda,Hüseyin,Fatih,41.00493,28.97791,Private room,1467,1,0,,1,,
Özel Müstakil Oda,Hüseyin,Fatih,41.00341,28.97748,Private room,1385,1,0,,365,,
lüks otel odası,Hüseyin,Fatih,41.00241,28.97763,Private room,1385,1,0,,365,,
THIS IS A CHANCE-ROOM  FOR FEMALES,Arzu,Besiktas,41.04689,29.00709,Private room,459,1,0,,365,,
Princess islands -prinkipo/büyükada,Handan,Adalar,40.86944,29.13449,Entire home/apt,1577,6,0,,365,,
45 m2 appartment in Sisli Istanbul ,Eylem,Sisli,41.05097,28.98574,Entire home/apt,233,3,1,0.01,363,,
clean and well located modern flat,Celal,Sisli,41.06153,28.98119,Private room,686,1,0,,364,,
Cozy home in luxurious district,Eray,Kadikoy,40.97516,29.06803,Entire home/apt,206,7,33,0.47,180,,
Cute 1BD in charming neighborhood..,Yanki,Besiktas,41.07099,29.04013,Entire home/apt,398,2,15,0.21,363,,
very central private room ,Nilsun,Besiktas,41.0441,29.00777,Private room,233,3,1,0.02,0,,
Amazing sea view with Hagia Sophia and Old Town,Emel,Beyoglu,41.02949,28.98459,Entire home/apt,247,5,17,0.24,90,,
Studio At Center Of Taksim Square,Altan,Beyoglu,41.03984,28.98288,Entire home/apt,411,1,0,,365,,
Wonderfull flat with terrace and city view in Ulus,Sibel,Besiktas,41.07129,29.02474,Private room,384,2,9,0.13,364,,
Taksim suite up to 2,Gokhan,Beyoglu,41.03914,28.98196,Entire home/apt,425,2,0,,365,,
"Huzurlu, modern yaşam alanı!",Makbule,Beykoz,41.10696,29.08145,Entire home/apt,350,15,1,0.04,0,,
tarihle içiçe bir tatil,Ercan,Fatih,41.00544,28.96715,Entire home/apt,384,1,0,,0,,
DESIGNER HOUSE & GARDEN in TOP BEACH AREA,Ilginutin,Kadikoy,40.97281,29.06622,Entire home/apt,165,2,6,0.56,354,,
"Luxury renovated, Proper Flat- Beyoglu 2",Mersin,Beyoglu,41.03709,28.97492,Entire home/apt,295,4,26,0.37,364,,
"Luxury renovated, Proper Flat- Beyoglu 3",Mersin,Beyoglu,41.0363,28.97563,Entire home/apt,274,4,27,0.38,364,,
,Mustafa,Beyoglu,41.03487,28.98788,Private room,384,1,0,,365,,
Cihangirde 1+1 ferah ve şirin,Didem,Beyoglu,41.03313,28.98748,Entire home/apt,617,1,0,,365,,
International apartment next to Bogazici Uni,Selçuk,Sariyer,41.08821,29.04658,Private room,233,1,6,0.09,364,,
"Doğayla iç içe, huzurlu, site içinde güvenlikli...",Makbule,Beykoz,41.09828,29.08798,Entire home/apt,178,30,0,,90,,
Jacuzzi Romantic Room in Taksim (Balcony),Serdar,Beyoglu,41.03588,28.97701,Entire home/apt,151,1,180,2.55,363,,
