name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,,
"Mecidiyeköy merkezde, metrobüse 8 dakika.",Mehmet Akif,Sisli,41.07222,28.99307,Private room,96,20,0,,179,,
Taksim,Almira,Beyoglu,41.03304,28.98228,Private room,240,1,0,,180,,
Aras home,Aras,Kagithane,41.07817,28.9827,Private room,82,1,0,,179,,
Amidu24,Peter,Sisli,41.05434,28.97382,Private room,82,2,0,,89,,
Özel oda,Halil,Umraniye,41.00727,29.14538,Private room,69,1,0,,365,,
Historical.Teras  +cozy/clean  Süleymaniye hills,Mohammad,Fatih,41.01873,28.96482,Private room,309,1,2,0.37,26,,
"Temiz Ev, Clean house",Yavuz,Bahcelievler,40.99915,28.85655,Entire home/apt,62,1,7,1.17,0,,
Sakin huzurlu ev,Nafi,Kartal,40.9091,29.22182,Entire home/apt,96,1,1,0.27,365,,
CUMBALI LUXURY BOUTIQUE HOTEL,Orhan,Sisli,41.05325,28.98744,Private room,350,1,0,,90,,
"SINGLE ROOM, CLEAN AND PRETTY HOUSE IN KADIKOY",Alper,Kadikoy,40.98708,29.06941,Private room,62,1,6,0.85,341,,
Luxury apartment 25. Floor with full furniture,Yusuf,Esenyurt,41.01757,28.64669,Entire home/apt,343,5,0,,1,,
Dublex Daire Havalimanına 20 dakika  Samandıra,Ramazan,Sancaktepe,40.99864,29.24846,Private room,110,1,0,,89,,
Lovely Penthouse Room with Open Buffet Breakfast,Arzu,Beyoglu,41.02702,28.97618,Private room,302,1,1,0.18,365,,
Istanbulun en guzel projesi hep Istanbul,Mustafa,Esenyurt,41.01295,28.68073,Entire home/apt,199,3,0,,89,,
Makyol Santral,Xia Min,Esenyurt,41.05623,28.66698,Entire home/apt,514,2,2,0.34,91,,
Cheers Porthouse is your Harbour in İstanbul,Murat,Beyoglu,41.02541,28.97801,Private room,398,1,0,,179,,
Lovingly Home In the Heart of Galata,Dogucan,Beyoglu,41.02732,28.97547,Entire home/apt,370,2,21,2.75,170,,
5 MINUTE TO ATATÜRK AIRPORT,Ahmet,Bahcelievler,40.9926,28.84715,Shared room,117,1,0,,365,,
Makyol Santral 2,Xia Min,Esenyurt,41.05557,28.66685,Entire home/apt,199,2,1,0.15,181,,
NEF 22 AMAZİNG AWESOME ACCOMMODATION,Eray,Bakirkoy,40.99177,28.83536,Entire home/apt,309,1,1,0.14,365,,
Kullanışlı ev,Kerem,Kagithane,41.07543,28.99994,Entire home/apt,357,1,0,,179,,
CENTRAL FLAT KADIKÖY TOTAL RENEW WITH BALCONY 435,Tuncer,Kadikoy,40.99357,29.02679,Entire home/apt,151,2,7,1.00,348,,
In the center of İstanbul in Beşiktaş,Mario,Besiktas,41.04757,29.00062,Private room,178,1,0,,89,,
Gudca Şehir Evi,Zeynep,Kartal,40.90404,29.17708,Entire home/apt,274,2,2,0.33,352,,
LUXURIOUS TOP FLOOR 1 BEDROOMED CENTRAL FLAT 463,Tuncer,Kadikoy,40.99385,29.02696,Entire home/apt,247,4,1,0.14,0,,
MEDUSA HOUSE   FAMILY  ROOM 4 PERSON,İsmail,Fatih,41.00487,28.97157,Entire home/apt,1947,1,18,2.32,365,,
COSY 2BR; PRIME LOCATION ON SAFE&QUITE STREET,Murat,Beyoglu,41.03366,28.98828,Entire home/apt,446,2,15,1.97,5,,
Cozy double room w/ open buffet breakfast,Arzu,Beyoglu,41.02605,28.97292,Private room,302,1,0,,365,,
BAKIRKÖY LÜX RESİDANCE DAİRELER,Eray,Bakirkoy,40.99105,28.83901,Entire home/apt,768,1,0,,364,,
Dublex teraslı,Sultan,Kagithane,41.09666,28.99674,Entire home/apt,768,1,0,,89,,
Center of Kadıköy and Moda,Yusuf,Maltepe,40.9523,29.09603,Private room,75,1,0,,365,,
Bayram Palas Old City Istanbul,Ceyhun,Fatih,41.00369,28.974,Entire home/apt,206,1,0,,364,,
Cozy Place,Levent,Sisli,41.047,28.98357,Private room,151,1,0,,179,,
Cumbalı-ahşap ve konum olarak harika bir ev,Erdem,Sariyer,41.16159,29.04332,Private room,103,1,2,0.33,179,,
Private Cozy Room in Fulya sisli for ladies,Hayormide,Sisli,41.0597,28.99281,Private room,151,3,1,0.17,365,,
"Modern Apartment in Akbati, 2 bedroom+1 livingroom",Sinan,Esenyurt,41.05597,28.66607,Entire home/apt,418,3,1,0.17,365,,
TATAVLA CHIP ROOM @ Taksim-Osmanbey,Emin,Sisli,41.04686,28.9827,Private room,82,1,0,,350,,
"Furnished, Suitable for family, With car park Site",Emir Alp,Eyup,41.08223,28.92271,Entire home/apt,171,5,1,0.15,270,,
TATAVLA DOUBLE BED ROOM @ Taksim-Osmanbey,Emin,Sisli,41.04547,28.98133,Private room,123,1,0,,350,,
Mecidiyekoy Kiralık Oda,Murat,Sisli,41.06901,28.99568,Private room,123,1,0,,364,,
Nostalji Hostel  for woman,A.Recep,Beyoglu,41.03875,28.98146,Shared room,69,1,0,,365,,
TERRACE STANDART,Abdullah,Beyoglu,41.03039,28.9722,Entire home/apt,110,1,0,,88,,
Private room ONLY LADİES. Bayanlar için!,Alexandra,Umraniye,41.0153,29.1126,Private room,82,2,0,,180,,
Near Metrobus and Subway,Cihan,Bahcelievler,40.99646,28.8526,Shared room,117,1,0,,179,,
Ariya Apart near British counsulate 106,Pedram,Beyoglu,41.03515,28.9751,Entire home/apt,171,2,4,0.72,365,,
big room close to subway in student neighborhood,Aysu Ezgi,Sariyer,41.08572,29.04695,Private room,82,1,2,0.27,88,,
"Rahat,konforlu,temiz tam bir aile evi.",Mesut,Gungoren,41.02054,28.86636,Private room,103,1,0,,0,,
Room close to subway in student neighborhood,Aysu Ezgi,Sariyer,41.086,29.04575,Private room,82,1,5,0.71,88,,
Nasibim 1,Serdar,Uskudar,41.03347,29.07518,Private room,658,1,0,,364,,
Near the Istanbul AirPort,Nuray,Arnavutkoy,41.18323,28.73859,Entire home/apt,247,2,0,,179,,
cozy room close to subway in student neighborhood,Aysu Ezgi,Sariyer,41.08646,29.04751,Private room,82,1,2,0.27,88,,
House with a garden in Heybeliada,Ibrahim Can,Adalar,40.87537,29.09891,Entire home/apt,288,2,4,0.64,117,,
Cosy Flat in the center of İstanbul,Imge,Sisli,41.0577,28.99542,Entire home/apt,720,1,1,0.14,0,,
Ariya Apart near British consulate 104,Pedram,Beyoglu,41.03473,28.97501,Entire home/apt,158,2,11,1.42,2,,
Ariya apart near British consulate 111,Pedram,Beyoglu,41.03508,28.97728,Entire home/apt,192,2,4,0.61,365,,
Great view and silence in Heybeliada,Ibrahim Can,Adalar,40.87389,29.09702,Entire home/apt,610,10,1,0.14,179,,
Private room in Sisli (Beşiktaş),Büşra,Sisli,41.05698,28.9922,Private room,158,3,0,,364,,
"Bright, spacious artist’s apartment",Baharaddin,Beyoglu,41.03293,28.98118,Entire home/apt,384,2,0,,91,,
Rooms in Private House,Yusuf,Sariyer,41.08757,29.0476,Private room,123,1,0,,90,,
Economic Bugdet Single-Double Room At City Center,Vedat,Fatih,41.00434,28.97022,Private room,96,1,15,1.99,365,,
"STYLISH HOME WITH VIEW, NEAR TAKSİM&NİSANTASİ",Melis,Sisli,41.05696,28.98598,Entire home/apt,192,7,1,0.17,88,,
Sabiha 20 min,Ismail,Tuzla,40.83621,29.29988,Private room,206,3,0,,90,,
Kiralık Oda,Erencan,Eyup,41.07624,28.95216,Private room,206,1,0,,179,,
Private bedroom bomonti,Pardis,Sisli,41.05372,28.97092,Private room,82,1,3,0.53,293,,
With spectacular view 1+1 apartment really comfy,Mrt,Besiktas,41.0675,29.04073,Entire home/apt,384,1,2,0.32,365,,
"Superlux one bedroom flat with pool, gym and sauna",Noor,Esenyurt,41.01769,28.68026,Entire home/apt,171,2,3,0.43,0,,
Stylish & Historical Flat in City Centre - w /AC,Erdil,Beyoglu,41.0317,28.98381,Entire home/apt,501,2,8,1.35,269,,
AGVADA 2+1 ŞÖMINELİ DAİRE,Hakan,Sile,41.13734,29.85852,Entire home/apt,350,1,0,,364,,
taksim house,Almira,Beyoglu,41.03402,28.98177,Private room,240,1,0,,180,,
Make to yourself at home,Murat,Kadikoy,40.99293,29.02583,Private room,171,1,0,,358,,
"Central Location, Comfy Flat, Unique İstanbul View",Tamer,Beyoglu,41.02659,28.97519,Private room,137,2,1,0.17,42,,
KİRALIK ODA İSTANBUL MECİDİYEKÖY,Emre,Sisli,41.07125,28.9958,Private room,82,10,0,,90,,
let's be GALATA,Evin,Beyoglu,41.02817,28.97389,Entire home/apt,864,1,20,2.76,0,,
Historical.Teras Cozy/clean Süleymaniye Hills,Mohammad,Fatih,41.01822,28.96475,Private room,267,1,0,,1,,
So comfortable and international home,Hasan ALİ,Sariyer,41.08635,29.04733,Private room,151,1,1,0.16,180,,
FAMİLY SUİTE,Global Suites,Sisli,41.04572,28.98413,Private room,398,1,0,,365,,
Big Room :),Buğrahan,Kadikoy,40.9862,29.04183,Private room,123,1,0,,364,,
House MOLA Galata / 301,Hakan,Beyoglu,41.02782,28.97586,Entire home/apt,171,1,16,2.35,143,,
House MOLA Galata / 102,Hakan,Beyoglu,41.02782,28.97586,Private room,171,1,7,1.00,119,,
Penthouse with balcony near Galata Tower.,Burak,Beyoglu,41.0299,28.97021,Private room,103,1,1,0.16,365,,
Well Furnished Flat in Historical Peninsula 501,Huseyin Asim,Fatih,41.00661,28.95547,Entire home/apt,254,2,3,0.42,365,,
House MOLA Galata / Hammam Room,Hakan,Beyoglu,41.02782,28.97586,Entire home/apt,171,1,2,0.32,158,,
House MOLA Galata / 101,Hakan,Beyoglu,41.02782,28.97586,Entire home/apt,171,1,4,0.63,158,,
Seyrantepe metro çıkışında şirin dublex dairem,Mutlu,Kagithane,41.10011,28.99919,Private room,103,1,0,,91,,
"Metrobüs marmaray 4 dk,rıhtım yürüme,kadıköymerkez",Riri,Kadikoy,40.99325,29.03433,Private room,82,1,3,0.58,365,,
House MOLA Galata / 201,Hakan,Beyoglu,41.02782,28.97586,Entire home/apt,171,1,4,0.55,158,,
just like home:),Gursel,Atasehir,40.97946,29.11554,Private room,137,1,1,0.23,90,,
House MOLA Galata / 202,Hakan,Beyoglu,41.02782,28.97586,Entire home/apt,171,1,6,0.89,158,,
Dumankaya ikon residance,Ynrns,Atasehir,40.99323,29.08617,Private room,123,1,0,,364,,
.,Vuqar Mamedov 93,Umraniye,41.00756,29.14397,Shared room,206,3,0,,90,,
taksim golden point apart_102,Farzin,Beyoglu,41.03761,28.98216,Entire home/apt,315,2,0,,0,,
taksim golden point_103,Farzin,Beyoglu,41.03937,28.98321,Entire home/apt,247,2,1,0.17,0,,
Mr Damien,Mahamed Damyane,Fatih,41.01815,28.96506,Private room,171,1,2,0.27,272,,
Cozy Loft Modern Apt. at TAKSIM in City Center 1,Murat,Beyoglu,41.03389,28.96941,Entire home/apt,309,2,5,0.70,180,,
Cozy and modern apartment in Ataşehir,Candan,Atasehir,40.99165,29.13823,Private room,69,1,0,,0,,
"Private, clean and secure room near in Levent",T,Kagithane,41.08256,28.99292,Private room,69,1,0,,364,,
taksim golden point_104,Farzin,Beyoglu,41.03872,28.98351,Entire home/apt,192,2,2,0.27,0,,
Şile House,Engin,Sile,41.19065,29.44311,Entire home/apt,226,1,2,0.28,89,,
taksim golden point_105,Farzin,Beyoglu,41.03751,28.98266,Entire home/apt,267,2,3,0.44,0,,
Single Room wth prvate bathroom in historical part,Istaybul,Beyoglu,41.02812,28.97846,Entire home/apt,137,2,16,2.19,0,,
"Private room in town, 15 minutes touristic places",Tuğrul,Fatih,41.01508,28.93237,Private room,137,1,0,,365,,
New Loft Studio on Istiklal Street #1,Serdar,Beyoglu,41.02945,28.97455,Entire home/apt,151,2,14,1.88,326,,
Moda / Kadıköy (Oda),Servet,Kadikoy,40.98436,29.02191,Private room,178,1,2,0.56,364,,
"Loft, New, on the Istiklal Street #2",Serdar,Beyoglu,41.02967,28.97413,Entire home/apt,185,2,12,1.65,365,,
Nezih yerde. 4 oda full ev,Yavuz,Besiktas,41.06404,29.00177,Entire home/apt,501,3,0,,180,,
Shared flat in Ortaköy,İbrahim,Besiktas,41.05435,29.02247,Shared room,103,2,0,,179,,
HAPPINESS ZONE ,Sena Nur,Sisli,41.07494,29.00745,Private room,199,1,0,,364,,
Room,Hala,Bahcelievler,41.00536,28.8342,Entire home/apt,206,1,0,,1,,
Modern apartment - 6 minutes to the subway,Abdulkadir,Kagithane,41.09544,29.00189,Private room,117,2,1,0.15,364,,
Modern residence with hotel comfort,Bulent,Bahcelievler,41.00552,28.81289,Entire home/apt,302,1,2,0.34,365,,
Family Home W/ Netflix ★ Washer/Dryer,Aydin & Erin,Beyoglu,41.02986,28.9809,Entire home/apt,521,3,7,1.11,361,,
Calm & Clean ★ City Center #1,Aydin & Erin,Beyoglu,41.02967,28.98091,Private room,192,2,3,0.43,364,,
Newly decorated luxury apartment in Uskudar,Nazlı Demet,Uskudar,41.01915,29.0104,Entire home/apt,651,3,1,0.17,359,,
ROYAL HOTEL1,Emrah,Fatih,41.00411,28.95999,Private room,151,1,2,0.27,89,,
KAĞITHANEDEKİ MÜTEVAZİ EVİM,Güldane,Kagithane,41.08979,28.99639,Private room,219,3,0,,90,,
CEVAHİR AVM YANI 3. KATTA SÜPER LÜX 3+1 DAİRE,Davut,Sisli,41.06393,28.99613,Entire home/apt,350,7,0,,365,,
Royal hotel 2,Emrah,Fatih,41.00566,28.96027,Private room,151,1,1,0.26,89,,
Sisli Bomonti Ground Floor  2 Room  Good and Cheap,İbrahim,Sisli,41.05737,28.98474,Entire home/apt,411,7,0,,365,,
SMS Loft Suite,Sms,Beyoglu,41.02873,28.97697,Shared room,233,1,0,,365,,
Suite Room near Galata Tower with Buffet Breakfast,Arzu,Beyoglu,41.02591,28.97452,Private room,350,1,1,0.16,365,,
Everything You Need. All Right Here,Ahmed,Uskudar,41.01814,29.04001,Private room,117,2,0,,90,,
1+1 Apartment with Balcony,Arzu,Beyoglu,41.02809,28.97353,Entire home/apt,398,1,0,,365,,
Turistlik bölge de butik daire,Cihat,Fatih,41.03157,28.94567,Private room,343,1,0,,178,,
Ozcans Pera Flats 9,Hakan&Turkan,Beyoglu,41.03467,28.97201,Entire home/apt,192,3,6,0.82,364,,
Apartment for rent. غرفة للأجار  комната на аренду,Bilal,Esenyurt,41.02559,28.65906,Private room,123,1,0,,180,,
(Hamza and Fatmanur)'s House,Hamza,Uskudar,41.02861,29.05508,Shared room,62,1,1,0.13,0,,
Cozy place close the Nişantaşı,Cihan,Sisli,41.05235,28.99421,Entire home/apt,343,2,0,,177,,
Pera Colour house with balcony,Ilhan,Beyoglu,41.03631,28.97344,Entire home/apt,261,2,1,0.19,300,,
"Harika lokasyon,konumu ve konforuyla lüks kaliteli",Seyithan,Beyoglu,41.03347,28.98435,Entire home/apt,686,1,1,0.15,363,,
Acıbadem Metro,Ersin,Kadikoy,41.00079,29.04661,Private room,103,1,0,,89,,
West palace otel istiklal caddesi,Lütfü,Beyoglu,41.03338,28.97683,Private room,178,1,0,,365,,
"quiet, decent plus turkish breakfast",İbrahim,Uskudar,41.00782,29.05354,Private room,151,1,0,,180,,
Cozy home,Ilahe,Besiktas,41.04736,29.01191,Private room,123,1,1,0.14,364,,
Ağva Piazza Otel  Standart Odalar - Sadece Oda,Osman,Sile,41.13866,29.85682,Private room,192,1,1,0.20,360,,
Dubleks Bahçeli Özel Villa,Ağva Elrio,Sile,41.13583,29.85886,Entire home/apt,501,30,0,,365,,
CLEAN NEW ENTIRE APARTMENT FOR GUESTS,Mohamed,Kagithane,41.09468,28.97789,Entire home/apt,240,6,0,,364,,
"3Br , Comfortable Flat",Melike,Bakirkoy,40.98591,28.87271,Entire home/apt,322,2,0,,179,,
Recidance,Yıldız,Bakirkoy,40.98221,28.84707,Private room,144,1,0,,365,,
Ağva Piazza Otel Jakuzili Şömineli Oda-Kahvaltılı,Osman,Sile,41.13885,29.85598,Private room,425,1,0,,357,,
Ağva Piazza Otel Jakuzili Şömineli- Yarım Pansiyon,Osman,Sile,41.14016,29.85504,Private room,4614,1,0,,358,,
Ağva Piazza Otel Standart Odalar - Oda Kahvaltı,Osman,Sile,41.13853,29.85363,Private room,363,1,1,0.28,362,,
Ağva Piazza Otel Standart Odalar - Yarım Pansiyon,Osman,Sile,41.14022,29.85395,Private room,603,1,0,,360,,
Luxury Suite in Istiklal Taksim 02,Navid,Beyoglu,41.03518,28.98207,Entire home/apt,384,1,0,,90,,
Ağva Piazza Otel Deluxe Oda - Sadece Oda,Osman,Sile,41.13961,29.85574,Private room,603,1,0,,364,,
Üsküdar kız kulesi,Hava,Uskudar,41.0158,29.02095,Private room,151,1,0,,180,,
Luxury Suite in Istiklal Taksim 03,Navid,Beyoglu,41.03396,28.98221,Entire home/apt,384,1,0,,90,,
Luxury Suite in Istiklal Taksim 04,Navid,Beyoglu,41.03326,28.98068,Entire home/apt,384,1,0,,90,,
Luxury Suite in Istiklal Taksim 05,Navid,Beyoglu,41.03516,28.98138,Entire home/apt,384,1,0,,90,,
Luxury Suite in Istiklal Taksim 06,Navid,Beyoglu,41.03389,28.98226,Entire home/apt,384,1,0,,91,,
Ağva Piazza Otel Deluxe Oda - Kahvaltı Dahil,Osman,Sile,41.13889,29.85555,Private room,603,1,0,,364,,
Ağva Piazza Otel Deluxe Oda - Yarım Pansiyon,Osman,Sile,41.13893,29.85577,Private room,603,1,0,,364,,
"Huge,family based house in Atakoy",Bora,Bakirkoy,40.97706,28.86698,Private room,261,2,0,,0,,
"Clean,cosy, safe apartment in Maçka, Besiktas!",Umay,Besiktas,41.04391,28.99714,Entire home/apt,219,1,16,2.19,54,,
100 steps to istiklal avenue,Armin,Beyoglu,41.03413,28.98221,Entire home/apt,494,2,0,,365,,
Standart Stüdyo (DH2),Murat,Beyoglu,41.03794,28.98214,Entire home/apt,165,1,7,1.62,362,,
Fulya daire,Serkan,Sisli,41.06119,28.99932,Entire home/apt,384,1,0,,0,,
Cosy room in Yeldegirmeni,Ebru,Kadikoy,40.99532,29.02799,Private room,96,2,0,,363,,
ROYAL HOTEL 3,Emrah,Fatih,41.0056,28.96077,Private room,151,1,1,0.17,179,,
ROYAL HOTEL 4,Emrah,Fatih,41.0059,28.96077,Private room,165,1,0,,89,,
"A-Main Street of Taksim Square, Great View&Luxury",Ercan Gokturk,Beyoglu,41.03763,28.98527,Entire home/apt,926,1,2,0.28,178,,
ROYAL HOTEL 5,Emrah,Fatih,41.00509,28.9608,Private room,233,1,0,,179,,
REYAL HOTEL 7,Emrah,Fatih,41.00569,28.96021,Private room,267,1,1,0.16,179,,
"B-Main Street of Taksim Square, Balcony&Great View",Ercan Gokturk,Beyoglu,41.03636,28.98402,Entire home/apt,926,1,2,0.28,342,,
Your House in Balat & More Than Expectation,Enes,Fatih,41.03307,28.94685,Entire home/apt,178,1,26,3.80,363,,
MODERN FLAT NEAR ISTIKLAL,Mia,Beyoglu,41.03709,28.97457,Entire home/apt,309,2,8,1.30,365,,
Cihangirde kiralık oda,Onur,Beyoglu,41.03111,28.98047,Private room,103,1,0,,90,,
Burcu,Burcu,Kadikoy,40.99372,29.02881,Private room,69,1,0,,87,,
Insta Rezidans Karaköy,Fatih,Beyoglu,41.02577,28.97872,Private room,247,1,0,,364,,
Beyoglu/Cihangir,Ali Osman,Beyoglu,41.03102,28.98832,Private room,144,3,0,,0,,
Espartakule emlak konut,Mohammad,Avcilar,41.06255,28.70929,Entire home/apt,1502,1,0,,148,,
Luxury 225m2 penthouse with panoramic views,Ashfaaq,Besiktas,41.07375,29.01581,Entire home/apt,1597,3,4,0.55,0,,
Welcome to your home,Otel,Avcilar,40.97684,28.74007,Private room,295,1,0,,365,,
"8-10 mn walk to metro&metrobus,MECİDİYEKÖY",Sezgin,Sisli,41.06962,28.99029,Private room,82,1,0,,90,,
The Pink House,Habibullah,Fatih,41.00431,28.96308,Entire home/apt,206,1,16,2.14,55,,
Great room in the centre of İstanbul/Beşiktaş,Can,Besiktas,41.04304,29.00566,Private room,69,1,3,0.50,365,,
Private Room In Taksim Center,Hande,Beyoglu,41.03538,28.98644,Private room,103,1,4,0.53,4,,
Artificial Modern Flat in the Center İstanbul |B12,Mediha,Beyoglu,41.03319,28.98061,Entire home/apt,350,2,6,0.83,332,,
cute clean room in the middle of everythig,Onur,Kadikoy,40.99844,29.02946,Private room,103,4,0,,363,,
şişli Halaskargazi Caddesi,Royal,Sisli,41.05842,28.98719,Entire home/apt,309,1,0,,365,,
Calm & Clean ★ City Center #2,Aydin & Erin,Beyoglu,41.02937,28.98136,Private room,144,2,2,0.30,365,,
Minibusler caddesinde marmara univ goztepe kampusu,Emre,Kadikoy,40.98705,29.06351,Shared room,123,2,0,,179,,
Calm & Clean ★ City Center #3,Aydin & Erin,Beyoglu,41.02839,28.98118,Private room,144,2,3,0.41,360,,
A cosy room for girls,Zübeyde,Avcilar,40.97982,28.72717,Private room,75,1,0,,365,,
LUXURY RESIDENCE NEAR ISTANBUL AIRPORT,Mustafa,Bagcilar,41.02396,28.81887,Entire home/apt,192,1,1,0.14,0,,
GLK PREMIER Regency Suites & Spa,Emin,Fatih,41.00559,28.9801,Private room,926,1,0,,365,,
Kadikoy Centeral Location (Studio Apartment),Murat,Kadikoy,40.99581,29.05547,Entire home/apt,89,1,3,0.47,365,,
Beylikdüzü Adnan kahvecide en büyük 1+1 merkezi,T C Kağan,Beylikduzu,40.99564,28.6236,Shared room,247,5,0,,179,,
Metro otobüs durağı sarı dolmuşlar 5 dk mesafede,Sercan,Beyoglu,41.03683,28.9761,Private room,137,1,1,0.17,301,,
"Istanbul Airport 30 min, mall of Istanbul 15 min",Yunus,Avcilar,41.0557,28.68708,Entire home/apt,288,4,0,,91,,
Şehremini Lüks aylık haftalık daire,Ömer,Fatih,41.01155,28.93052,Entire home/apt,151,1,1,0.16,365,,
Private Room on the Asia Side of Istanbul,Senem,Kadikoy,40.95658,29.10236,Private room,96,1,1,0.15,178,,
BÜYÜKADA DA YAŞAMANIN KEYFİNİ ÇIKARTIN ..,Çiğdem,Adalar,40.87,29.13303,Entire home/apt,274,5,3,0.40,347,,
Beşiktaş merkeze 2 dk yürüme mesafesinde,Levent,Besiktas,41.04344,29.00125,Private room,240,5,0,,89,,
VIP SUİT,Cihan,Pendik,40.92131,29.28517,Entire home/apt,151,1,4,0.63,365,,
Cozy Private Room at Taksim,Nil,Beyoglu,41.03091,28.98598,Private room,144,1,2,0.32,365,,
Tepeüstü ümraniye Ağaoğlu My City 'de,Burcu,Umraniye,41.01668,29.12487,Private room,151,1,0,,91,,
Amazing and close to Galata Room,Emre,Beyoglu,41.02629,28.97343,Private room,96,3,0,,365,,
Iman suite Taksim Apartment,Iman,Sisli,41.04273,28.98435,Entire home/apt,130,1,1,0.26,86,,
Üsküdar mini stüdyo/tüm ev size aittir,Recep,Uskudar,41.01012,29.01448,Entire home/apt,96,2,3,0.41,351,,
home in Osmanbey in the centre of Istanbul,Sonia,Sisli,41.05143,28.9877,Private room,206,1,0,,0,,
Amazing forest view in the heart of istanbul...,Maher,Eyup,41.09698,28.94156,Entire home/apt,891,3,0,,363,,
34 BEYOGLU CIHANGIR CLEAN COMFORTABLE CITY CENTER,Lakot,Beyoglu,41.02969,28.98066,Entire home/apt,309,2,9,1.42,365,,
Яхта класса люкс ждет вас!,Людмила,Beylikduzu,40.96375,28.66101,Entire home/apt,26919,1,0,,178,,
Room in the best and safest place of Istanbul,Dilan,Beyoglu,41.03142,28.98362,Private room,267,1,0,,181,,
İnşirah  Flat 1+1 with Swimmingpool  and Autopark,Ogün,Maltepe,40.93575,29.13612,Entire home/apt,192,30,1,0.28,333,,
Full house in the city centre,Begum,Sisli,41.05791,28.99528,Entire home/apt,240,1,1,0.15,89,,
This is the right place to start for you,Recep Dicle,Beyoglu,41.03125,28.96982,Private room,69,1,0,,0,,
2 single bed nearby subway metrobus Memorial CNR,Fatih,Bahcelievler,40.99378,28.8451,Private room,151,1,0,,179,,
"1 double bed room shared living, bath and toilet",Fatih,Bahcelievler,40.99301,28.84608,Private room,151,1,0,,269,,
3 Room comfortable Sea view Flat for 6 pax,Emrullah,Fatih,41.00534,28.97096,Entire home/apt,1028,1,1,0.17,365,,
House near the airport and shopping mall,Emin,Pendik,40.93421,29.28454,Private room,103,1,1,0.17,0,,
NEWLY RENOVATED & ULTRA CLEAN 3 BR/2BATH APARTMENT,Adnan,Beyoglu,41.02688,28.97032,Entire home/apt,795,3,10,1.66,2,,
Sms Apart Queen Room,Sms,Beyoglu,41.02695,28.97595,Shared room,89,1,1,0.28,364,,
"BOĞA 1DK Air Condition CENTER OF KADIKÖY, MODA",Ekin,Kadikoy,40.98693,29.03401,Entire home/apt,219,1,1,0.33,88,,
SMS Apart with Bunk,Sms,Beyoglu,41.02757,28.97578,Shared room,89,1,0,,365,,
1 + 1 Apartment on İstiklal Street.,Yaşar Serdar,Beyoglu,41.03392,28.98099,Entire home/apt,302,2,5,0.84,179,,
GLK PREMIER Acropol Suites & Spa,Özhan,Fatih,41.0057,28.98051,Private room,925,1,0,,1,,
GLK PREMIER The Home Suites & Spa,Ahmet,Fatih,41.00294,28.97296,Private room,1536,1,0,,176,,
Aile icin uygun daire,Fazıl,Beylikduzu,41.01443,28.63605,Entire home/apt,240,2,2,0.35,179,,
Magnificent Sea View Super Big 3 Bedrooms Duplex,Tugba,Besiktas,41.04364,29.00928,Entire home/apt,1913,3,9,1.26,364,,
One Bedroom Apartment in Galata (A13),Noa Luxury Apartments,Beyoglu,41.02551,28.97525,Entire home/apt,768,3,0,,361,,
Kristal Şehir,Özgün,Esenyurt,41.02465,28.6333,Private room,89,1,0,,179,,
City House of Nisantasi,Melis,Besiktas,41.04588,28.99968,Entire home/apt,309,1,2,0.34,0,,
New! Best placed apartment in Ortaköy!,Polat,Besiktas,41.04869,29.02456,Entire home/apt,466,2,1,0.15,365,,
Private room,Seda,Zeytinburnu,40.98667,28.89547,Private room,103,1,2,0.27,180,,
GLK PREMIER - Deluxe Room,Ahmet,Fatih,41.00377,28.97258,Private room,1536,1,0,,365,,
GLK PREMIER - Junior Suite Quadriple,Ahmet,Fatih,41.00413,28.97443,Private room,2311,1,0,,365,,
Nice view and relax studio,Burak,Kartal,40.90796,29.19465,Entire home/apt,583,1,1,0.13,179,,
Economy Double Rooms in Sarajevo Hotel,Furkan,Beyoglu,41.03455,28.97792,Private room,151,1,4,0.57,90,,
Cozy Rooms in Sarajevo Hotel (2-3-4 People),Furkan,Beyoglu,41.03473,28.97987,Private room,151,1,2,0.38,88,,
FEYZA OLD CİTY APARTMENT(3 PERSON),Mehmet Cevat,Fatih,41.00502,28.96951,Entire home/apt,453,2,0,,365,,
Cozy Flat Cozy Room,Yusuf,Kadikoy,40.99487,29.03333,Private room,96,4,0,,0,,
Nice Couzy Private Room,Mohammad,Bahcelievler,40.99242,28.84459,Private room,69,10,0,,364,,
Solar house 8,Ali,Beyoglu,41.03699,28.976,Entire home/apt,1358,1,0,,365,,
Central location and safe house.,Apoçino,Besiktas,41.04775,29.00442,Entire home/apt,514,3,0,,364,,
Cozy and cute apartment in the heart of the city!,Umut,Sisli,41.05329,28.98357,Entire home/apt,206,3,3,0.49,87,,
Beautiful room and hosting,Mustafa,Kagithane,41.0801,28.99126,Private room,103,1,0,,0,,
Penthouse- Pera Tunnel Hotel,Yusuf,Beyoglu,41.02883,28.97396,Private room,199,1,0,,364,,
double,Yusuf,Beyoglu,41.02927,28.97615,Private room,199,1,0,,2,,
cozy double room -Pera,Yusuf,Beyoglu,41.03078,28.97406,Private room,199,1,1,0.13,364,,
Taksimdeki Eviniz,Yusuf,Beyoglu,41.03049,28.9744,Private room,350,1,0,,0,,
